#file_name,alpha,lh,logg,meta,teff,vtur
0.0,0.0,1.25,3.0,-0.5,10000.0,2.0
0.0,0.0,1.25,3.0,-0.5,10250.0,2.0
0.0,0.0,1.25,3.0,-0.5,10500.0,2.0
0.0,0.0,1.25,3.0,-0.5,10750.0,2.0
0.0,0.0,1.25,3.0,-0.5,11000.0,2.0
0.0,0.0,1.25,3.0,-0.5,11250.0,2.0
0.0,0.0,1.25,3.0,-0.5,11500.0,2.0
0.0,0.0,1.25,3.0,-0.5,11750.0,2.0
0.0,0.0,1.25,3.0,-0.5,12000.0,2.0
0.0,0.0,1.25,3.0,-0.5,12250.0,2.0
0.0,0.0,1.25,3.0,-0.5,12500.0,2.0
0.0,0.0,1.25,3.0,-0.5,12750.0,2.0
0.0,0.0,1.25,3.0,-0.5,13000.0,2.0
0.0,0.0,1.25,3.0,-0.5,14000.0,2.0
0.0,0.0,1.25,3.0,-0.5,15000.0,2.0
0.0,0.0,1.25,3.0,-0.5,16000.0,2.0
0.0,0.0,1.25,3.0,-0.5,17000.0,2.0
0.0,0.0,1.25,3.0,-0.5,18000.0,2.0
0.0,0.0,1.25,3.0,-0.5,19000.0,2.0
0.0,0.0,1.25,3.0,-0.5,20000.0,2.0
0.0,0.0,1.25,3.0,-0.5,21000.0,2.0
0.0,0.0,1.25,3.0,-0.5,22000.0,2.0
0.0,0.0,1.25,3.0,-0.5,23000.0,2.0
0.0,0.0,1.25,3.0,-0.5,24000.0,2.0
0.0,0.0,1.25,3.0,-0.5,25000.0,2.0
0.0,0.0,1.25,3.0,-0.5,26000.0,2.0
0.0,0.0,1.25,3.0,-0.5,3500.0,2.0
0.0,0.0,1.25,3.0,-0.5,3750.0,2.0
0.0,0.0,1.25,3.0,-0.5,4000.0,2.0
0.0,0.0,1.25,3.0,-0.5,4250.0,2.0
0.0,0.0,1.25,3.0,-0.5,4500.0,2.0
0.0,0.0,1.25,3.0,-0.5,4750.0,2.0
0.0,0.0,1.25,3.0,-0.5,5000.0,2.0
