#file_name, lh, logg, meta, teff, vtur
Kurucz_fid438.txt,1.25,4,-0.5,34000,2.0
Kurucz_fid439.txt,1.25,4.5,-0.5,34000,2.0
Kurucz_fid440.txt,1.25,5,-0.5,34000,2.0
Kurucz_fid441.txt,1.25,4,-0.5,35000,2.0
Kurucz_fid442.txt,1.25,4.5,-0.5,35000,2.0
Kurucz_fid443.txt,1.25,5,-0.5,35000,2.0
Kurucz_fid444.txt,1.25,4,-0.5,36000,2.0
Kurucz_fid445.txt,1.25,4.5,-0.5,36000,2.0
Kurucz_fid446.txt,1.25,5,-0.5,36000,2.0
Kurucz_fid447.txt,1.25,4,-0.5,37000,2.0
Kurucz_fid448.txt,1.25,4.5,-0.5,37000,2.0
Kurucz_fid449.txt,1.25,5,-0.5,37000,2.0
Kurucz_fid450.txt,1.25,4,-0.5,38000,2.0
Kurucz_fid451.txt,1.25,4.5,-0.5,38000,2.0
Kurucz_fid452.txt,1.25,5,-0.5,38000,2.0
Kurucz_fid453.txt,1.25,4,-0.5,39000,2.0
Kurucz_fid454.txt,1.25,4.5,-0.5,39000,2.0
Kurucz_fid455.txt,1.25,5,-0.5,39000,2.0
Kurucz_fid456.txt,1.25,4.5,-0.5,40000,2.0
Kurucz_fid457.txt,1.25,5,-0.5,40000,2.0
Kurucz_fid458.txt,1.25,4.5,-0.5,41000,2.0
Kurucz_fid459.txt,1.25,5,-0.5,41000,2.0
Kurucz_fid460.txt,1.25,4.5,-0.5,42000,2.0
Kurucz_fid461.txt,1.25,5,-0.5,42000,2.0
Kurucz_fid462.txt,1.25,4.5,-0.5,43000,2.0
Kurucz_fid463.txt,1.25,5,-0.5,43000,2.0
Kurucz_fid464.txt,1.25,4.5,-0.5,44000,2.0
Kurucz_fid465.txt,1.25,5,-0.5,44000,2.0
Kurucz_fid466.txt,1.25,4.5,-0.5,45000,2.0
Kurucz_fid467.txt,1.25,5,-0.5,45000,2.0
Kurucz_fid468.txt,1.25,4.5,-0.5,46000,2.0
Kurucz_fid469.txt,1.25,5,-0.5,46000,2.0
Kurucz_fid470.txt,1.25,4.5,-0.5,47000,2.0
Kurucz_fid471.txt,1.25,5,-0.5,47000,2.0
Kurucz_fid472.txt,1.25,4.5,-0.5,48000,2.0
Kurucz_fid473.txt,1.25,5,-0.5,48000,2.0
Kurucz_fid474.txt,1.25,4.5,-0.5,49000,2.0
Kurucz_fid475.txt,1.25,5,-0.5,49000,2.0
