atmosphere,feh,filter,flux,logg,teff,wavelength,bolometric_magnitude,mag_g,flux_nu_g,flux_lambda_g,lambda_eff_g,mag_i,flux_nu_i,flux_lambda_i,lambda_eff_i,mag_i_fil,flux_nu_i_fil,flux_lambda_i_fil,lambda_eff_i_fil,mag_r,flux_nu_r,flux_lambda_r,lambda_eff_r,mag_r_fil,flux_nu_r_fil,flux_lambda_r_fil,lambda_eff_r_fil
Tlusty,0,Palomar/ZTF.g,1372992655.0073,4.75,45000,4746.4797383749,-80.75406186292469,-23.636320779713234,1.0340185069945918e-10,1366931290.7137446,4722.914193098609,-23.26863679997625,7.369783331789947e-11,413466824.85524535,7805.094878724866,-22.907552510278634,5.284708099893412e-11,251304752.7551655,7890.371624489369,-23.096933425831807,6.29177770764675e-11,444091003.86516935,6335.333624881107,-23.09669966950305,6.290423249225324e-11,393424791.4330542,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1304305113.3251,3.75,47500,4746.4797383749,-80.67323036532392,-23.58185422070037,9.834260050173069e-11,1300050017.7380288,4722.914193098609,-23.23146162624535,7.121715993813056e-11,399549507.34861434,7805.094878724866,-22.9059409656448,5.276869892445322e-11,250932020.9509575,7890.371624489369,-23.084623923874478,6.220847708003017e-11,439084569.08479583,6335.333624881107,-23.084402210886005,6.219577508192562e-11,388993854.15182006,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1407942315.1086,4.0,47500,4746.4797383749,-80.7704623805241,-23.664077894281448,1.0607942517691878e-10,1402327759.07188,4722.914193098609,-23.30284571867621,7.605684175695947e-11,426701565.7586522,7805.094878724866,-22.956103878569593,5.5263902722562856e-11,262797512.13239738,7890.371624489369,-23.141457721706796,6.555156862870826e-11,462681030.225838,6335.333624881107,-23.14122818160732,6.553771155819226e-11,409895478.8766688,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1441126019.2917,4.25,47500,4746.4797383749,-80.80375030451627,-23.689006409759326,1.0854318572504891e-10,1434897692.4268808,4722.914193098609,-23.32428658435782,7.757372276414186e-11,435211720.6097122,7805.094878724866,-22.9675362486086,5.5848884024699234e-11,265579285.10303208,7890.371624489369,-23.15566358646501,6.641488646840863e-11,468774565.3744382,6335.333624881107,-23.155430956050893,6.64006579040323e-11,415292643.30708843,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1454304424.8461,4.5,47500,4746.4797383749,-80.81870176052978,-23.698733019856494,1.0951994270912123e-10,1447810030.8030314,4722.914193098609,-23.332686917947722,7.817623794890726e-11,438592010.49282753,7805.094878724866,-22.97047385521371,5.6000195361883295e-11,266298818.84948176,7890.371624489369,-23.159979403405384,6.667941198993711e-11,470641659.37969476,6335.333624881107,-23.15974552798275,6.666505030971563e-11,416946244.7094306,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1460172909.4493,4.75,47500,4746.4797383749,-80.8264615787005,-23.703004615858884,1.099516741314359e-10,1453517348.286754,4722.914193098609,-23.33648344635104,7.845007778582945e-11,440128333.64906883,7805.094878724866,-22.971120258751895,5.603354554587006e-11,266457409.62843704,7890.371624489369,-23.161369113502264,6.676481430152818e-11,471244452.42244303,6335.333624881107,-23.16113470634648,6.675040153637412e-11,417480060.7535387,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1472799579.121,4.0,50000,4746.4797383749,-80.82126508474077,-23.71302515265311,1.1097114345504086e-10,1466994326.7830942,4722.914193098609,-23.35363619557213,7.969929472031481e-11,447136813.22307575,7805.094878724866,-23.006248349715356,5.78761108649897e-11,275219396.3494433,7890.371624489369,-23.191695461239494,6.865595056757578e-11,484592613.178571,6335.333624881107,-23.19146681510832,6.864149377355185e-11,429307604.61688596,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1519219594.3052,4.25,50000,4746.4797383749,-80.86432155389339,-23.7462810678582,1.1442276209125833e-10,1512623350.6887662,4722.914193098609,-23.3827323241024,8.186399406642574e-11,459281422.1635034,7805.094878724866,-23.023770953766277,5.88177465348017e-11,279697174.77569777,7890.371624489369,-23.212405320210618,6.997809701255511e-11,493924687.0262219,6335.333624881107,-23.212172839670874,6.996311473225005e-11,437573478.46080303,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1538593817.6677,4.5,50000,4746.4797383749,-80.88382333613485,-23.759806006309823,1.1585703303481351e-10,1531583841.4231682,4722.914193098609,-23.394775765113746,8.277711881603631e-11,464404324.34286135,7805.094878724866,-23.02955659623514,5.91320095667864e-11,281191595.88770956,7890.371624489369,-23.219738661717038,7.045234687332717e-11,497272073.19495475,6335.333624881107,-23.219504564499736,7.043715817426477e-11,440538309.8388476,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1546796511.8865,4.75,50000,4746.4797383749,-80.8935063405172,-23.765458526617735,1.1646177653382545e-10,1539578309.6658866,4722.914193098609,-23.39993669900297,8.317152787147853e-11,466617076.7740545,7805.094878724866,-23.03102626576344,5.921210577839735e-11,281572478.9615717,7890.371624489369,-23.222042468426963,7.060199732307458e-11,498328347.296572,6335.333624881107,-23.221807709324054,7.058673333009239e-11,441473804.5131097,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1530001738.0525,4.0,52500,4746.4797383749,-80.8634676731009,-23.75446404639483,1.1528840174536283e-10,1524066762.2106478,4722.914193098609,-23.39703796054991,8.294976962818342e-11,465372946.8910877,7805.094878724866,-23.050118726546543,6.026254802851722e-11,286567667.43669826,7890.371624489369,-23.23545244314256,7.147941298391316e-11,504521388.75058365,6335.333624881107,-23.235225186992665,7.146445314725717e-11,446963367.3346137,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1592871841.4925,4.25,52500,4746.4797383749,-80.91852749810735,-23.7976587634201,1.199674714575336e-10,1585922200.5585287,4722.914193098609,-23.43516153423148,8.591413337780171e-11,482003911.6303588,7805.094878724866,-23.07409389041181,6.160806323757874e-11,292966022.0960282,7890.371624489369,-23.26325740780643,7.333359286921555e-11,517608701.19027436,6335.333624881107,-23.263025187890555,7.331790977818094e-11,458555525.1205178,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1618065938.731,4.5,52500,4746.4797383749,-80.94193729235846,-23.814435048624766,1.2183554755463498e-10,1610617422.6777556,4722.914193098609,-23.450250332652566,8.71164426735624e-11,488749225.3611952,7805.094878724866,-23.08233731027886,6.207760084635431e-11,295198823.42492235,7890.371624489369,-23.273201967402887,7.400836110130012e-11,522371401.2646678,6335.333624881107,-23.272967696740285,7.399239394709462e-11,462773982.0186675,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1630048218.565,4.75,52500,4746.4797383749,-80.95421924079993,-23.822308050725084,1.2272222491290605e-10,1622338944.271319,4722.914193098609,-23.45760235290913,8.770835003580917e-11,492070002.19626087,7805.094878724866,-23.085634620200715,6.226641302455372e-11,296096685.6504732,7890.371624489369,-23.277381460894308,7.429380205720159e-11,524386122.1677356,6335.333624881107,-23.277146303725814,7.427771267175379e-11,464558463.8459405,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1570811814.8211,4.0,55000,4746.4797383749,-80.8909929800704,-23.783168261975835,1.1837699325006127e-10,1564896711.9982586,4722.914193098609,-23.428527904263028,8.53908156035098e-11,479067942.8401578,7805.094878724866,-23.085003523879667,6.223023049184045e-11,295924626.1484971,7890.371624489369,-23.26961344313286,7.376415593490443e-11,520647733.9240064,6335.333624881107,-23.269388183560714,7.374885354508965e-11,461250796.24772394,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1664653866.6251,4.25,55000,4746.4797383749,-80.96868952902446,-23.845527088068085,1.2537496801316983e-10,1657407151.7109997,4722.914193098609,-23.48384532086641,8.985414754447396e-11,504108566.19125485,7805.094878724866,-23.120942239220856,6.432457059082708e-11,305883882.3801077,7890.371624489369,-23.310618382180614,7.660327774510422e-11,540687037.8119166,6335.333624881107,-23.310386549643777,7.658692272603815e-11,479001060.9175098,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1694781624.4029,4.5,55000,4746.4797383749,-80.9953229587392,-23.86469992006121,1.2760860705028497e-10,1686934970.326807,4722.914193098609,-23.501164019550107,9.129891319802118e-11,512214132.40044487,7805.094878724866,-23.130563449621352,6.489711338194389e-11,308606506.25721955,7890.371624489369,-23.322124111495565,7.741937208062784e-11,546447256.4584033,6335.333624881107,-23.32188974148828,7.740266192537193e-11,484102975.55260503,6338.606310427084
Tlusty,0,Palomar/ZTF.g,1709304700.7481,4.75,55000,4746.4797383749,-81.00915350172903,-23.87381447191861,1.286843664607753e-10,1701156081.3565605,4722.914193098609,-23.509725010934517,9.202164750621127e-11,516268887.42061347,7805.094878724866,-23.134861907314374,6.515455199775261e-11,309830709.11710405,7890.371624489369,-23.32734235940452,7.77923594281823e-11,549079903.9119704,6335.333624881107,-23.327106883722877,7.777548956376271e-11,486434768.3440112,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,4756.1315178943,-0.5,3000,4746.4797383749,,,-1.1589791244809091e-14,-153212.4250988151,4722.914193098609,,-3.8569461327671403e-14,-216386.1811613975,7805.094878724866,,-4.853157275610551e-14,-230783.1324219858,7890.371624489369,,-4.516693212239609e-14,-318800.6499874742,6335.333624881107,,-4.517707290976589e-14,-282553.01404829,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,9768.0072022303,0.0,3000,4746.4797383749,,,-1.8389490589999965e-14,-243101.74274171272,4722.914193098609,,-5.412360283094175e-14,-303649.5539252263,7805.094878724866,,-6.748920205223194e-14,-320932.71595684974,7890.371624489369,,-6.566231667793115e-14,-463462.72046730545,6335.333624881107,,-6.566791975773172e-14,-410709.8459187116,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,16435.437320636,0.5,3000,4746.4797383749,,,-2.392856773029835e-14,-316326.136826863,4722.914193098609,,-6.710457872355049e-14,-376476.70018185646,7805.094878724866,,-8.363963962735977e-14,-397733.20606882195,7890.371624489369,,-8.066252306998173e-14,-569338.3095990453,6335.333624881107,,-8.066947372567631e-14,-504534.7446127247,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,21769.844031901,1.0,3000,4746.4797383749,,,-2.7363467434708103e-14,-361734.1431116639,4722.914193098609,,-7.404611941645026e-14,-415420.8137423792,7805.094878724866,,-9.217869373896657e-14,-438339.1362681381,7890.371624489369,,-8.873031755628172e-14,-626283.025685318,6335.333624881107,,-8.873960753065028e-14,-555008.1481225716,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,30271.067278761,1.5,3000,4746.4797383749,,,-2.9303348033022186e-14,-387378.59214373416,4722.914193098609,,-7.783985989443673e-14,-436704.8292844876,7805.094878724866,,-9.687914029469895e-14,-460691.2612521277,7890.371624489369,,-9.28239847831206e-14,-655177.2567394024,6335.333624881107,,-9.283619990751774e-14,-580629.6514395988,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,39022.503574955,2.0,3000,4746.4797383749,,,-2.964715288478383e-14,-391923.55537788494,4722.914193098609,,-7.845056696836595e-14,-440131.07810899435,7805.094878724866,,-9.76580891948065e-14,-464395.41211628576,7890.371624489369,,-9.329512718359433e-14,-658502.7095972733,6335.333624881107,,-9.330951975989395e-14,-583589.9572381818,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,44835.3977334,2.5,3000,4746.4797383749,,,-2.860814221676976e-14,-378188.2480899928,4722.914193098609,,-7.563139149513677e-14,-424314.66290180886,7805.094878724866,,-9.416522127508112e-14,-447785.7093213341,7890.371624489369,,-8.997140530801049e-14,-635042.9649450942,6335.333624881107,,-8.998668648539983e-14,-562807.8105337347,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,47820.720938312,4.0,3000,4746.4797383749,-69.21543916197675,-12.323333451221849,3.0855556278663655e-15,40789.816704803816,4722.914193098609,-13.959529366924095,1.3925530434099285e-14,78126.37894218386,7805.094878724866,-14.263118459069155,1.841820844121426e-14,87584.46504558703,7890.371624489369,-13.695703986589663,1.0921482510519271e-14,77086.8323255883,6335.333624881107,-13.696794423250616,1.0932456785157448e-14,68375.35981511473,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,45139.149177052,4.5,3000,4746.4797383749,-69.22636216436081,-12.33019730005234,3.105123800157377e-15,41048.50015027141,4722.914193098609,-13.914572382321133,1.336069201469474e-14,74957.46694961474,7805.094878724866,-14.212583474458192,1.7580587732742604e-14,83601.31098927648,7890.371624489369,-13.721132229206127,1.1180285444333183e-14,78913.534730236,6335.333624881107,-13.72198348513696,1.1189054624334444e-14,69980.21130698874,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,40564.128645829,5.0,3000,4746.4797383749,-69.19377760018688,-12.296994161323767,3.0116026077822337e-15,39812.18722803943,4722.914193098609,-13.809680883523058,1.2130322670934107e-14,68054.72798075574,7805.094878724866,-14.099810110227487,1.584616026893423e-14,75353.55431615157,7890.371624489369,-13.700807305671667,1.0972937922701422e-14,77450.018800255,6335.333624881107,-13.701369407311077,1.097862024521406e-14,68664.08203498821,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,35026.236425953,5.5,3000,4746.4797383749,-69.117045899064,-12.21858958673581,2.8017916373640886e-15,37038.56974769893,4722.914193098609,-13.642382916124205,1.0398080287204706e-14,58336.33157701338,7805.094878724866,-13.920852987644544,1.3438202929485876e-14,63902.94791752646,7890.371624489369,-13.637485098068439,1.035127959257876e-14,73062.18304519025,6335.333624881107,-13.637688289799321,1.035321697960921e-14,64752.59405423207,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,39291.179623562,-0.5,3500,4746.4797383749,-68.82053406389691,-12.152153705743672,2.6354906651820104e-15,34840.13711797243,4722.914193098609,-13.624860176815822,1.0231612191380373e-14,57402.39591131629,7805.094878724866,-13.941940402017927,1.3701753837078936e-14,65156.21667748709,7890.371624489369,-13.210346875275583,6.98455513751582e-15,49298.91434023904,6335.333624881107,-13.212474161891443,6.998253415163802e-15,43769.493421536456,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,77503.163279459,0.0,3500,4746.4797383749,-69.55732271358511,-12.860888648428663,5.062388365436419e-15,66922.75830316877,4722.914193098609,-14.291536813001038,1.890665612029275e-14,106071.9796329318,7805.094878724866,-14.60091981745179,2.5140153611165488e-14,119549.46173106987,7890.371624489369,-13.953788439228767,1.3852092267794761e-14,97771.88334803302,6335.333624881107,-13.955594741416007,1.3875156700336485e-14,86780.0212267607,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,108775.70096028,0.5,3500,4746.4797383749,-69.80475956879775,-13.10466802571289,6.336759291230994e-15,83769.43447637926,4722.914193098609,-14.501534209094395,2.29410707166092e-14,128706.24875850021,7805.094878724866,-14.805629748762406,3.0356514123300827e-14,144354.92239237716,7890.371624489369,-14.19589973654518,1.7312504313612323e-14,122196.42487858587,6335.333624881107,-14.197528354573869,1.733849277551615e-14,108440.92096364143,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,134554.05186772,1.0,3500,4746.4797383749,-69.9207821649503,-13.224687376778284,7.077419702063531e-15,93560.67017004744,4722.914193098609,-14.60394176789243,2.5210224152875227e-14,141436.87629751107,7805.094878724866,-14.90645396101231,3.33105331945209e-14,158402.2267712505,7890.371624489369,-14.29681115670585,1.899872526916553e-14,134098.2369209917,6335.333624881107,-14.298358974777535,1.9025829036220478e-14,118994.10459125793,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,153704.11253398,1.5,3500,4746.4797383749,-69.96863655543396,-13.269970055169459,7.37883878857477e-15,97545.31046597514,4722.914193098609,-14.646543558258259,2.6219078467734487e-14,147096.8498886894,7805.094878724866,-14.948247953127158,3.461777742089087e-14,164618.59068177853,7890.371624489369,-14.332076682852822,1.962594932486824e-14,138525.35710050585,6335.333624881107,-14.333564792882939,1.9652867093326513e-14,122915.81712257146,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,171068.20486517,2.0,3500,4746.4797383749,-70.00066228716683,-13.2933449851526,7.539420985085902e-15,99668.14315859888,4722.914193098609,-14.674460301659948,2.6901972268197592e-14,150928.08777831448,7805.094878724866,-14.975436925133337,3.549562030073933e-14,168793.01401241904,7890.371624489369,-14.355562360623978,2.005510519139994e-14,141554.45743491626,6335.333624881107,-14.356991938730616,2.0081528941888382e-14,125596.81634446849,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,190140.11904815,2.5,3500,4746.4797383749,-70.05626850454718,-13.340985400433418,7.877604267381035e-15,104138.79148296117,4722.914193098609,-14.72031005019604,2.8062348910130412e-14,157438.14681501116,7805.094878724866,-15.020300464576188,3.699305394914331e-14,175913.78938290768,7890.371624489369,-14.404775815530677,2.0985065360522326e-14,148118.37250391586,6335.333624881107,-14.4061369180356,2.101138919118754e-14,131412.48343312522,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,206938.84172745,3.0,3500,4746.4797383749,-70.18207877600187,-13.460137335577897,8.791337120735017e-15,116217.97594778278,4722.914193098609,-14.821545298662876,3.080478056366676e-14,172824.00630533072,7805.094878724866,-15.119271319598788,4.0523647397802473e-14,192702.88911979177,7890.371624489369,-14.529864969553223,2.3547564101926605e-14,166205.1945651976,6335.333624881107,-14.531109911669844,2.3574580026774103e-14,147443.56401292482,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,216162.64395133,3.5,3500,4746.4797383749,-70.3733833157525,-13.643421218931678,1.0408028854726731e-14,137589.99689018063,4722.914193098609,-14.972692666650751,3.540601643857983e-14,198638.3118549118,7805.094878724866,-15.26659428524443,4.641279408909686e-14,220707.6629922501,7890.371624489369,-14.726243099416813,2.8216116497956816e-14,199157.12351892475,6335.333624881107,-14.72731821470935,2.824407043610786e-14,176648.16945210606,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,218590.49560509,4.0,3500,4746.4797383749,-70.64603520560337,-13.86935743767583,1.2815718960246166e-14,169418.701321615,4722.914193098609,-15.206009618079896,4.389386738903957e-14,246257.68713821206,7805.094878724866,-15.494107750830914,5.723255052369308e-14,272159.0613338568,7890.371624489369,-15.036144643592912,3.753685281300968e-14,264945.44820629724,6335.333624881107,-15.036993813982953,3.756622242607229e-14,234952.1270246057,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,214746.62361179,4.5,3500,4746.4797383749,-70.80489451463541,-13.99321562283189,1.436435894958702e-14,189891.10529853613,4722.914193098609,-15.324300560307684,4.8946340165874324e-14,274603.5662863044,7805.094878724866,-15.605803845292222,6.343391824312811e-14,301648.54593770683,7890.371624489369,-15.221588667809826,4.45282335765692e-14,314292.5396955489,6335.333624881107,-15.22225580510166,4.4555602631365246e-14,278666.1243276066,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,207804.92424131,5.0,3500,4746.4797383749,-70.88391656971805,-14.047960530944188,1.5107208126843812e-14,199711.2756127468,4722.914193098609,-15.35704230538714,5.0444860125865484e-14,283010.71018654807,7805.094878724866,-15.63089844719807,6.491714009736689e-14,308701.73968681955,7890.371624489369,-15.319852323727964,4.8746218348715187e-14,344064.23823273246,6335.333624881107,-15.32035326043475,4.876871405624546e-14,305016.37800603505,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,197572.92297182,5.5,3500,4746.4797383749,-70.90883150030626,-14.053232190971407,1.5180737700117213e-14,200683.3072912936,4722.914193098609,-15.331543261531301,4.927394161914336e-14,276441.5081443348,7805.094878724866,-15.596491719943053,6.289218568492843e-14,299072.4345607977,7890.371624489369,-15.361945613805183,5.067319005620023e-14,357665.3354068549,6335.333624881107,-15.3622853710227,5.068904959559568e-14,317026.81957915786,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,186040.4600725,-0.5,4000,4746.4797383749,-71.0321254547224,-14.16719367623299,1.6860772575173115e-14,222892.69933475996,4722.914193098609,-15.527731355083638,5.903268571043216e-14,331190.9729840301,7805.094878724866,-15.801106143215726,7.593508043026338e-14,361095.56577696,7890.371624489369,-15.529630641425939,5.913604239742773e-14,417398.4786679523,6335.333624881107,-15.530319607422008,5.917357974009352e-14,370092.000891363,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,341037.07816195,0.0,4000,4746.4797383749,-71.55885932122722,-14.737655541977986,2.8514267320872807e-14,376947.25934805034,4722.914193098609,-16.008724817442342,9.193691507152725e-14,515793.51319108985,7805.094878724866,-16.277582163567423,1.1776950927456292e-13,560031.6394189895,7890.371624489369,-16.025477711247305,9.336650121352067e-14,659006.4871633715,6335.333624881107,-16.026079122782654,9.341823315840469e-14,584269.8883722329,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,465592.8483772,0.5,4000,4746.4797383749,-71.80801941886811,-15.008764602030823,3.660208631276033e-14,483865.0057796215,4722.914193098609,-16.232568504691848,1.1298672015676889e-13,633889.1976988569,7805.094878724866,-16.498562036912354,1.4435266787396142e-13,686443.0508535763,7890.371624489369,-16.254455852627423,1.1528753169720638e-13,813731.159356217,6335.333624881107,-16.255010669440388,1.1534645927670862e-13,721416.5865400075,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,552567.19366242,1.0,4000,4746.4797383749,-71.929164916714,-15.145599085514753,4.151830683883516e-14,548855.4834517587,4722.914193098609,-16.33763178412986,1.244665677222007e-13,698294.5663374013,7805.094878724866,-16.602124605190525,1.5879976012800838e-13,755143.5898106393,7890.371624489369,-16.357179465561963,1.2672776809461278e-13,894479.4995273014,6335.333624881107,-16.357723342242956,1.2679126560309123e-13,792996.3573050875,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,601535.94261591,1.5,4000,4746.4797383749,-71.98646487977982,-15.210136505054017,4.4061025610171726e-14,582469.2130756844,4722.914193098609,-16.38717784713031,1.3027801682990573e-13,730898.5290618665,7805.094878724866,-16.651020133723122,1.6611469513648067e-13,789928.4426156847,7890.371624489369,-16.402058810724377,1.3207588343285709e-13,932227.970940414,6335.333624881107,-16.40260164766476,1.3214193409417075e-13,826461.2856847417,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,630527.38910903,2.0,4000,4746.4797383749,-72.0039444408483,-15.226400023753207,4.472599485495563e-14,591259.8416950827,4722.914193098609,-16.403526239352253,1.3225451150476111e-13,741987.2536656233,7805.094878724866,-16.6674615491621,1.6864932979628517e-13,801981.440141124,7890.371624489369,-16.41293301527925,1.3340533756639421e-13,941611.624467106,6335.333624881107,-16.41348011928219,1.334725776436707e-13,834783.589927119,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,638605.84151484,2.5,4000,4746.4797383749,-71.99706927467102,-15.217560852143166,4.4363350751531827e-14,586465.8310559151,4722.914193098609,-16.399426739881548,1.3175608931539757e-13,739190.956531831,7805.094878724866,-16.664250761499183,1.6815132917336775e-13,799613.2880871495,7890.371624489369,-16.400953839293244,1.3194153602905514e-13,931279.709952926,6335.333624881107,-16.401512676357115,1.320094648677749e-13,825632.777399985,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,637318.96771586,3.0,4000,4746.4797383749,-71.9906552856063,-15.201501291085243,4.371198377197358e-14,577855.0189662575,4722.914193098609,-16.39699686651639,1.3146154941710544e-13,737538.4998576338,7805.094878724866,-16.662170657724268,1.678294854584828e-13,798082.818406211,7890.371624489369,-16.396446891207567,1.3139497496078423e-13,927421.9313606046,6335.333624881107,-16.396999787194723,1.3146190305495432e-13,822208.1367443318,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,643400.97517443,3.5,4000,4746.4797383749,-71.97225603345355,-15.180631782829828,4.2879796255911995e-14,566853.8313883656,4722.914193098609,-16.3812925222461,1.2957374433494653e-13,726947.3503200494,7805.094878724866,-16.647108804679316,1.6551734900506716e-13,787087.870931751,7890.371624489369,-16.37632178901952,1.2898188380692167e-13,910389.6692125861,6335.333624881107,-16.376872682146022,1.290473447009896e-13,807106.655028797,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,655738.89179671,4.0,4000,4746.4797383749,-71.98537874517422,-15.188477513668737,4.319077584765639e-14,570964.8577563977,4722.914193098609,-16.393739801892657,1.3106777313692495e-13,735329.2974843805,7805.094878724866,-16.65933286229442,1.6739140125599311e-13,795999.5880723571,7890.371624489369,-16.3909450020303,1.3073082467839275e-13,922734.175700291,6335.333624881107,-16.39147736563377,1.3079494098749657e-13,818036.7256661401,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,662505.71957528,4.5,4000,4746.4797383749,-72.02600291164944,-15.21982512067543,4.445596565625212e-14,587690.1632162416,4722.914193098609,-16.434082821066532,1.3602950835963403e-13,763166.1118918902,7805.094878724866,-16.69913363623131,1.7364147027786966e-13,825720.6629275054,7890.371624489369,-16.43495437013162,1.3613874666928974e-13,960904.7789439999,6335.333624881107,-16.435465549949214,1.36202857789702e-13,851859.7047519592,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,659371.93014604,5.0,4000,4746.4797383749,-72.07798990555048,-15.262338556272425,4.623122726869433e-14,611158.4148078245,4722.914193098609,-16.47982166656591,1.4188244589820516e-13,796002.8370871927,7805.094878724866,-16.743194178366682,1.8083299337506146e-13,859918.6526690637,7890.371624489369,-16.489974546330593,1.4321543238895365e-13,1010853.9763141542,6335.333624881107,-16.490460120834214,1.4327949704398712e-13,896119.4502787322,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,647916.93660919,5.5,4000,4746.4797383749,-72.10644582442897,-15.286705767235233,4.7280526808863567e-14,625029.736888488,4722.914193098609,-16.495634199076108,1.4396392532528973e-13,807680.5574620351,7805.094878724866,-16.75658961897594,1.8307786854929717e-13,870593.7512736374,7890.371624489369,-16.519047516049348,1.4710214530222323e-13,1038287.4668090875,6335.333624881107,-16.519501999809094,1.471637344160619e-13,920412.8120675941,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,534035.5183519,-0.5,4500,4746.4797383749,-71.947415313408,-15.222121375442192,4.455008635247601e-14,588934.4013406263,4722.914193098609,-16.269270242865197,1.1687135981450398e-13,655683.1847494965,7805.094878724866,-16.525168400926432,1.4793378200868824e-13,703472.3925921237,7890.371624489369,-16.34828455833702,1.2569379051440625e-13,887181.4009150455,6335.333624881107,-16.348671831166115,1.2573863241260108e-13,786412.8258475644,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,950877.67916073,0.0,4500,4746.4797383749,-72.50275116848528,-15.819262200347147,7.721556971791338e-14,1020759.0837468107,4722.914193098609,-16.772947362363414,1.8585700950654175e-13,1042713.25408283,7805.094878724866,-17.023421725627166,2.340823615763668e-13,1113136.4095867581,7890.371624489369,-16.858565167799412,2.011064811924946e-13,1419464.947212356,6335.333624881107,-16.858912336058072,2.0117079603252245e-13,1258191.6245661774,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,1276189.9483147,0.5,4500,4746.4797383749,-72.76977714202991,-16.107820585718052,1.0072290298250912e-13,1331516.6686763817,4722.914193098609,-17.007488692176043,2.3067231643252133e-13,1294140.4918371541,7805.094878724866,-17.25420548733144,2.895224164844572e-13,1376771.581635172,7890.371624489369,-17.094713439809496,2.499685528400921e-13,1764346.9099451008,6335.333624881107,-17.095038296528397,2.500433556448977e-13,1563857.488539101,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,1493206.4996395,1.0,4500,4746.4797383749,-72.90492735732008,-16.252760646150698,1.1510766878252923e-13,1521677.5444114548,4722.914193098609,-17.12206040905685,2.563445942947933e-13,1438169.6272491603,7805.094878724866,-17.366140133677625,3.209638002510215e-13,1526285.4057552987,7890.371624489369,-17.20887439385914,2.776832972351322e-13,1959965.2110383117,6335.333624881107,-17.209184957953884,2.7776273715475396e-13,1737224.07226638,6338.606310427084
Phoenix,-10,Palomar/ZTF.g,1632440.3211349,1.5,4500,4746.4797383749,-72.98015779271537,-16.33200811224247,1.2382354825883452e-13,1636898.0003477791,4722.914193098609,-17.18366353060604,2.7130975690508766e-13,1522128.652763931,7805.094878724866,-17.42581638988686,3.390990366239536e-13,1612524.2482175361,7890.371624489369,-17.26890914075249,2.9346996232416044e-13,2071391.8423153393,6335.333624881107,-17.269210670000835,2.935514757392373e-13,1835972.2953745208,6338.606310427084
