alpha,filter,flux,lh,logg,meta,teff,vtur,wavelength
0,JWST/NIRCam.F480M,33167.840406791,1.25,4,-1,10250,2,48139.105123907
0,JWST/NIRCam.F480M,33229.078343123,1.25,4.5,-1,10250,2,48139.105123907
0,JWST/NIRCam.F480M,33318.423048258,1.25,5,-1,10250,2,48139.105123907
0,JWST/NIRCam.F480M,34289.186918285,1.25,2,-1,10500,2,48139.105123907
0,JWST/NIRCam.F480M,34039.03646672,1.25,2.5,-1,10500,2,48139.105123907
0,JWST/NIRCam.F480M,33916.716075762,1.25,3,-1,10500,2,48139.105123907
0,JWST/NIRCam.F480M,33873.876126411,1.25,3.5,-1,10500,2,48139.105123907
0,JWST/NIRCam.F480M,33884.770970278,1.25,4,-1,10500,2,48139.105123907
0,JWST/NIRCam.F480M,33932.142193047,1.25,4.5,-1,10500,2,48139.105123907
0,JWST/NIRCam.F480M,34006.139876048,1.25,5,-1,10500,2,48139.105123907
0,JWST/NIRCam.F480M,35124.971751404,1.25,2,-1,10750,2,48139.105123907
0,JWST/NIRCam.F480M,34837.046620184,1.25,2.5,-1,10750,2,48139.105123907
0,JWST/NIRCam.F480M,34678.843979031,1.25,3,-1,10750,2,48139.105123907
0,JWST/NIRCam.F480M,34605.754866005,1.25,3.5,-1,10750,2,48139.105123907
0,JWST/NIRCam.F480M,34594.10983355,1.25,4,-1,10750,2,48139.105123907
0,JWST/NIRCam.F480M,34628.153926157,1.25,4.5,-1,10750,2,48139.105123907
0,JWST/NIRCam.F480M,34692.614746179,1.25,5,-1,10750,2,48139.105123907
0,JWST/NIRCam.F480M,35952.221563223,1.25,2,-1,11000,2,48139.105123907
0,JWST/NIRCam.F480M,35630.605752596,1.25,2.5,-1,11000,2,48139.105123907
0,JWST/NIRCam.F480M,35438.656094839,1.25,3,-1,11000,2,48139.105123907
0,JWST/NIRCam.F480M,35334.110946709,1.25,3.5,-1,11000,2,48139.105123907
0,JWST/NIRCam.F480M,35296.777268009,1.25,4,-1,11000,2,48139.105123907
0,JWST/NIRCam.F480M,35313.118094324,1.25,4.5,-1,11000,2,48139.105123907
0,JWST/NIRCam.F480M,35369.144862969,1.25,5,-1,11000,2,48139.105123907
0,JWST/NIRCam.F480M,36771.612420281,1.25,2,-1,11250,2,48139.105123907
0,JWST/NIRCam.F480M,36422.758936771,1.25,2.5,-1,11250,2,48139.105123907
0,JWST/NIRCam.F480M,36198.73058898,1.25,3,-1,11250,2,48139.105123907
0,JWST/NIRCam.F480M,36063.124912843,1.25,3.5,-1,11250,2,48139.105123907
0,JWST/NIRCam.F480M,35998.005895256,1.25,4,-1,11250,2,48139.105123907
0,JWST/NIRCam.F480M,35991.712237121,1.25,4.5,-1,11250,2,48139.105123907
0,JWST/NIRCam.F480M,36034.87217725,1.25,5,-1,11250,2,48139.105123907
0,JWST/NIRCam.F480M,37580.105443066,1.25,2,-1,11500,2,48139.105123907
0,JWST/NIRCam.F480M,37207.360932902,1.25,2.5,-1,11500,2,48139.105123907
0,JWST/NIRCam.F480M,36956.715511811,1.25,3,-1,11500,2,48139.105123907
0,JWST/NIRCam.F480M,36792.097973983,1.25,3.5,-1,11500,2,48139.105123907
0,JWST/NIRCam.F480M,36698.959570524,1.25,4,-1,11500,2,48139.105123907
0,JWST/NIRCam.F480M,36668.05012631,1.25,4.5,-1,11500,2,48139.105123907
0,JWST/NIRCam.F480M,36693.451087988,1.25,5,-1,11500,2,48139.105123907
0,JWST/NIRCam.F480M,38374.86319779,1.25,2,-1,11750,2,48139.105123907
0,JWST/NIRCam.F480M,37985.80984336,1.25,2.5,-1,11750,2,48139.105123907
0,JWST/NIRCam.F480M,37711.702735372,1.25,3,-1,11750,2,48139.105123907
0,JWST/NIRCam.F480M,37521.817540448,1.25,3.5,-1,11750,2,48139.105123907
0,JWST/NIRCam.F480M,37401.759367157,1.25,4,-1,11750,2,48139.105123907
0,JWST/NIRCam.F480M,37345.953991268,1.25,4.5,-1,11750,2,48139.105123907
0,JWST/NIRCam.F480M,37349.820023958,1.25,5,-1,11750,2,48139.105123907
0,JWST/NIRCam.F480M,38755.059492029,1.25,2.5,-1,12000,2,48139.105123907
0,JWST/NIRCam.F480M,38462.243069861,1.25,3,-1,12000,2,48139.105123907
0,JWST/NIRCam.F480M,38249.684304116,1.25,3.5,-1,12000,2,48139.105123907
0,JWST/NIRCam.F480M,38105.521547793,1.25,4,-1,12000,2,48139.105123907
0,JWST/NIRCam.F480M,38025.044568749,1.25,4.5,-1,12000,2,48139.105123907
0,JWST/NIRCam.F480M,38006.265338489,1.25,5,-1,12000,2,48139.105123907
0,JWST/NIRCam.F480M,39514.078689529,1.25,2.5,-1,12250,2,48139.105123907
0,JWST/NIRCam.F480M,39206.700571499,1.25,3,-1,12250,2,48139.105123907
0,JWST/NIRCam.F480M,38975.185688098,1.25,3.5,-1,12250,2,48139.105123907
0,JWST/NIRCam.F480M,38809.654611588,1.25,4,-1,12250,2,48139.105123907
0,JWST/NIRCam.F480M,38706.125209569,1.25,4.5,-1,12250,2,48139.105123907
0,JWST/NIRCam.F480M,38665.01130751,1.25,5,-1,12250,2,48139.105123907
0,JWST/NIRCam.F480M,40264.137271559,1.25,2.5,-1,12500,2,48139.105123907
0,JWST/NIRCam.F480M,39944.274328326,1.25,3,-1,12500,2,48139.105123907
0,JWST/NIRCam.F480M,39698.27252111,1.25,3.5,-1,12500,2,48139.105123907
0,JWST/NIRCam.F480M,39513.67472094,1.25,4,-1,12500,2,48139.105123907
0,JWST/NIRCam.F480M,39389.279303351,1.25,4.5,-1,12500,2,48139.105123907
0,JWST/NIRCam.F480M,39326.513931006,1.25,5,-1,12500,2,48139.105123907
0,JWST/NIRCam.F480M,41009.232788855,1.25,2.5,-1,12750,2,48139.105123907
0,JWST/NIRCam.F480M,40676.595108282,1.25,3,-1,12750,2,48139.105123907
0,JWST/NIRCam.F480M,40418.216663563,1.25,3.5,-1,12750,2,48139.105123907
0,JWST/NIRCam.F480M,40217.41490565,1.25,4,-1,12750,2,48139.105123907
0,JWST/NIRCam.F480M,40074.748900831,1.25,4.5,-1,12750,2,48139.105123907
0,JWST/NIRCam.F480M,39992.567574012,1.25,5,-1,12750,2,48139.105123907
0,JWST/NIRCam.F480M,41748.123718282,1.25,2.5,-1,13000,2,48139.105123907
0,JWST/NIRCam.F480M,41401.099285205,1.25,3,-1,13000,2,48139.105123907
0,JWST/NIRCam.F480M,41132.949572075,1.25,3.5,-1,13000,2,48139.105123907
0,JWST/NIRCam.F480M,40921.522861081,1.25,4,-1,13000,2,48139.105123907
0,JWST/NIRCam.F480M,40760.117871428,1.25,4.5,-1,13000,2,48139.105123907
0,JWST/NIRCam.F480M,40659.844676917,1.25,5,-1,13000,2,48139.105123907
0,JWST/NIRCam.F480M,45243.138604951,1.25,2,-1,14000,2,48139.105123907
0,JWST/NIRCam.F480M,44653.886984026,1.25,2.5,-1,14000,2,48139.105123907
0,JWST/NIRCam.F480M,44249.214526263,1.25,3,-1,14000,2,48139.105123907
0,JWST/NIRCam.F480M,43950.485278327,1.25,3.5,-1,14000,2,48139.105123907
0,JWST/NIRCam.F480M,43714.376292214,1.25,4,-1,14000,2,48139.105123907
0,JWST/NIRCam.F480M,43521.57688079,1.25,4.5,-1,14000,2,48139.105123907
0,JWST/NIRCam.F480M,43371.67120796,1.25,5,-1,14000,2,48139.105123907
0,JWST/NIRCam.F480M,47533.460398619,1.25,2.5,-1,15000,2,48139.105123907
0,JWST/NIRCam.F480M,47028.478294094,1.25,3,-1,15000,2,48139.105123907
0,JWST/NIRCam.F480M,46676.750183125,1.25,3.5,-1,15000,2,48139.105123907
0,JWST/NIRCam.F480M,46413.987187196,1.25,4,-1,15000,2,48139.105123907
0,JWST/NIRCam.F480M,46205.964854541,1.25,4.5,-1,15000,2,48139.105123907
0,JWST/NIRCam.F480M,46038.953337108,1.25,5,-1,15000,2,48139.105123907
0,JWST/NIRCam.F480M,50485.170857921,1.25,2.5,-1,16000,2,48139.105123907
0,JWST/NIRCam.F480M,49824.742952077,1.25,3,-1,16000,2,48139.105123907
0,JWST/NIRCam.F480M,49384.846878822,1.25,3.5,-1,16000,2,48139.105123907
0,JWST/NIRCam.F480M,49079.005166457,1.25,4,-1,16000,2,48139.105123907
0,JWST/NIRCam.F480M,48854.163555688,1.25,4.5,-1,16000,2,48139.105123907
0,JWST/NIRCam.F480M,48679.262981252,1.25,5,-1,16000,2,48139.105123907
0,JWST/NIRCam.F480M,53535.61166306,1.25,2.5,-1,17000,2,48139.105123907
0,JWST/NIRCam.F480M,52676.922121311,1.25,3,-1,17000,2,48139.105123907
0,JWST/NIRCam.F480M,52116.435051015,1.25,3.5,-1,17000,2,48139.105123907
0,JWST/NIRCam.F480M,51739.838118323,1.25,4,-1,17000,2,48139.105123907
0,JWST/NIRCam.F480M,51477.027954953,1.25,4.5,-1,17000,2,48139.105123907
0,JWST/NIRCam.F480M,51288.188048917,1.25,5,-1,17000,2,48139.105123907
0,JWST/NIRCam.F480M,56740.618739387,1.25,2.5,-1,18000,2,48139.105123907
0,JWST/NIRCam.F480M,55631.381168661,1.25,3,-1,18000,2,48139.105123907
0,JWST/NIRCam.F480M,54906.245902502,1.25,3.5,-1,18000,2,48139.105123907
0,JWST/NIRCam.F480M,54428.194931193,1.25,4,-1,18000,2,48139.105123907
0,JWST/NIRCam.F480M,54110.586811223,1.25,4.5,-1,18000,2,48139.105123907
0,JWST/NIRCam.F480M,53892.80164082,1.25,5,-1,18000,2,48139.105123907
0,JWST/NIRCam.F480M,60061.470227137,1.25,2.5,-1,19000,2,48139.105123907
0,JWST/NIRCam.F480M,58683.967443285,1.25,3,-1,19000,2,48139.105123907
0,JWST/NIRCam.F480M,57794.299079513,1.25,3.5,-1,19000,2,48139.105123907
0,JWST/NIRCam.F480M,57189.032902125,1.25,4,-1,19000,2,48139.105123907
0,JWST/NIRCam.F480M,56784.158456568,1.25,4.5,-1,19000,2,48139.105123907
0,JWST/NIRCam.F480M,56515.895719186,1.25,5,-1,19000,2,48139.105123907
0,JWST/NIRCam.F480M,61785.573146299,1.25,3,-1,20000,2,48139.105123907
0,JWST/NIRCam.F480M,60716.661315084,1.25,3.5,-1,20000,2,48139.105123907
0,JWST/NIRCam.F480M,59990.746247066,1.25,4,-1,20000,2,48139.105123907
0,JWST/NIRCam.F480M,59492.627853615,1.25,4.5,-1,20000,2,48139.105123907
0,JWST/NIRCam.F480M,59158.384197282,1.25,5,-1,20000,2,48139.105123907
0,JWST/NIRCam.F480M,64998.76653034,1.25,3,-1,21000,2,48139.105123907
0,JWST/NIRCam.F480M,63697.584417878,1.25,3.5,-1,21000,2,48139.105123907
0,JWST/NIRCam.F480M,62840.728643923,1.25,4,-1,21000,2,48139.105123907
0,JWST/NIRCam.F480M,62241.263648867,1.25,4.5,-1,21000,2,48139.105123907
0,JWST/NIRCam.F480M,61830.17933869,1.25,5,-1,21000,2,48139.105123907
0,JWST/NIRCam.F480M,68368.121937895,1.25,3,-1,22000,2,48139.105123907
0,JWST/NIRCam.F480M,66712.894688977,1.25,3.5,-1,22000,2,48139.105123907
0,JWST/NIRCam.F480M,65708.434497766,1.25,4,-1,22000,2,48139.105123907
0,JWST/NIRCam.F480M,65022.220968983,1.25,4.5,-1,22000,2,48139.105123907
0,JWST/NIRCam.F480M,64539.991259276,1.25,5,-1,22000,2,48139.105123907
0,JWST/NIRCam.F480M,71980.07890323,1.25,3,-1,23000,2,48139.105123907
0,JWST/NIRCam.F480M,69827.909769801,1.25,3.5,-1,23000,2,48139.105123907
0,JWST/NIRCam.F480M,68593.668391934,1.25,4,-1,23000,2,48139.105123907
0,JWST/NIRCam.F480M,67797.973064847,1.25,4.5,-1,23000,2,48139.105123907
0,JWST/NIRCam.F480M,67251.615669338,1.25,5,-1,23000,2,48139.105123907
0,JWST/NIRCam.F480M,75881.226254976,1.25,3,-1,24000,2,48139.105123907
0,JWST/NIRCam.F480M,73105.062799522,1.25,3.5,-1,24000,2,48139.105123907
0,JWST/NIRCam.F480M,71575.115283914,1.25,4,-1,24000,2,48139.105123907
0,JWST/NIRCam.F480M,70622.014938242,1.25,4.5,-1,24000,2,48139.105123907
0,JWST/NIRCam.F480M,69993.761181702,1.25,5,-1,24000,2,48139.105123907
0,JWST/NIRCam.F480M,80168.982957725,1.25,3,-1,25000,2,48139.105123907
0,JWST/NIRCam.F480M,76572.941433809,1.25,3.5,-1,25000,2,48139.105123907
0,JWST/NIRCam.F480M,74700.790607015,1.25,4,-1,25000,2,48139.105123907
0,JWST/NIRCam.F480M,73541.425459316,1.25,4.5,-1,25000,2,48139.105123907
0,JWST/NIRCam.F480M,72797.566902033,1.25,5,-1,25000,2,48139.105123907
0,JWST/NIRCam.F480M,85475.240925044,1.25,3,-1,26000,2,48139.105123907
0,JWST/NIRCam.F480M,80260.467924497,1.25,3.5,-1,26000,2,48139.105123907
0,JWST/NIRCam.F480M,78003.81901809,1.25,4,-1,26000,2,48139.105123907
0,JWST/NIRCam.F480M,76615.692563544,1.25,4.5,-1,26000,2,48139.105123907
0,JWST/NIRCam.F480M,75725.848638475,1.25,5,-1,26000,2,48139.105123907
0,JWST/NIRCam.F480M,84307.731690105,1.25,3.5,-1,27000,2,48139.105123907
0,JWST/NIRCam.F480M,81539.508924965,1.25,4,-1,27000,2,48139.105123907
0,JWST/NIRCam.F480M,79903.959854571,1.25,4.5,-1,27000,2,48139.105123907
0,JWST/NIRCam.F480M,78855.096606551,1.25,5,-1,27000,2,48139.105123907
0,JWST/NIRCam.F480M,89066.045494893,1.25,3.5,-1,28000,2,48139.105123907
0,JWST/NIRCam.F480M,85369.123886804,1.25,4,-1,28000,2,48139.105123907
0,JWST/NIRCam.F480M,83458.362903755,1.25,4.5,-1,28000,2,48139.105123907
0,JWST/NIRCam.F480M,82251.045148668,1.25,5,-1,28000,2,48139.105123907
0,JWST/NIRCam.F480M,94852.310368191,1.25,3.5,-1,29000,2,48139.105123907
0,JWST/NIRCam.F480M,89687.469424488,1.25,4,-1,29000,2,48139.105123907
0,JWST/NIRCam.F480M,87335.157726913,1.25,4.5,-1,29000,2,48139.105123907
0,JWST/NIRCam.F480M,85959.457870957,1.25,5,-1,29000,2,48139.105123907
0,JWST/NIRCam.F480M,101437.26804394,1.25,3.5,-1,30000,2,48139.105123907
0,JWST/NIRCam.F480M,94709.767739144,1.25,4,-1,30000,2,48139.105123907
0,JWST/NIRCam.F480M,91674.79721261,1.25,4.5,-1,30000,2,48139.105123907
0,JWST/NIRCam.F480M,90051.851805239,1.25,5,-1,30000,2,48139.105123907
0,JWST/NIRCam.F480M,108253.30097994,1.25,3.5,-1,31000,2,48139.105123907
0,JWST/NIRCam.F480M,100440.14416043,1.25,4,-1,31000,2,48139.105123907
0,JWST/NIRCam.F480M,96580.805114508,1.25,4.5,-1,31000,2,48139.105123907
0,JWST/NIRCam.F480M,94594.76578364,1.25,5,-1,31000,2,48139.105123907
0,JWST/NIRCam.F480M,106687.24024608,1.25,4,-1,32000,2,48139.105123907
0,JWST/NIRCam.F480M,102067.34258086,1.25,4.5,-1,32000,2,48139.105123907
0,JWST/NIRCam.F480M,99644.798343964,1.25,5,-1,32000,2,48139.105123907
0,JWST/NIRCam.F480M,112965.68016741,1.25,4,-1,33000,2,48139.105123907
0,JWST/NIRCam.F480M,108039.42853126,1.25,4.5,-1,33000,2,48139.105123907
0,JWST/NIRCam.F480M,105164.50591304,1.25,5,-1,33000,2,48139.105123907
0,JWST/NIRCam.F480M,119119.69779506,1.25,4,-1,34000,2,48139.105123907
0,JWST/NIRCam.F480M,114086.5080018,1.25,4.5,-1,34000,2,48139.105123907
0,JWST/NIRCam.F480M,111037.77620709,1.25,5,-1,34000,2,48139.105123907
0,JWST/NIRCam.F480M,125158.69015212,1.25,4,-1,35000,2,48139.105123907
0,JWST/NIRCam.F480M,120082.96836315,1.25,4.5,-1,35000,2,48139.105123907
0,JWST/NIRCam.F480M,116936.02942601,1.25,5,-1,35000,2,48139.105123907
0,JWST/NIRCam.F480M,8808.7894740676,1.25,0,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,8870.8073505178,1.25,0.5,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,8916.6278029421,1.25,1,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,8937.0084896889,1.25,1.5,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,8934.4108497905,1.25,2,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,8988.0363083984,1.25,2.5,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,9154.1617603211,1.25,3,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,9274.6827827135,1.25,3.5,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,9295.4010334254,1.25,4,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,9250.7087023767,1.25,4.5,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,9139.0801272784,1.25,5,-1,3500,2,48139.105123907
0,JWST/NIRCam.F480M,130892.66986174,1.25,4,-1,36000,2,48139.105123907
0,JWST/NIRCam.F480M,126016.02551837,1.25,4.5,-1,36000,2,48139.105123907
0,JWST/NIRCam.F480M,122812.02499976,1.25,5,-1,36000,2,48139.105123907
0,JWST/NIRCam.F480M,135992.66319093,1.25,4,-1,37000,2,48139.105123907
0,JWST/NIRCam.F480M,131756.17780165,1.25,4.5,-1,37000,2,48139.105123907
0,JWST/NIRCam.F480M,128625.54766415,1.25,5,-1,37000,2,48139.105123907
0,JWST/NIRCam.F480M,9781.3604161028,1.25,0,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,9890.1395561549,1.25,0.5,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,9982.7187476186,1.25,1,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10048.761472872,1.25,1.5,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10082.385019794,1.25,2,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10098.6390567,1.25,2.5,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10206.319306108,1.25,3,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10411.916302843,1.25,3.5,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10570.781288323,1.25,4,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10612.235312002,1.25,4.5,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,10571.597022154,1.25,5,-1,3750,2,48139.105123907
0,JWST/NIRCam.F480M,140369.16918839,1.25,4,-1,38000,2,48139.105123907
0,JWST/NIRCam.F480M,137064.94631674,1.25,4.5,-1,38000,2,48139.105123907
0,JWST/NIRCam.F480M,134242.21066397,1.25,5,-1,38000,2,48139.105123907
0,JWST/NIRCam.F480M,144202.4061824,1.25,4,-1,39000,2,48139.105123907
0,JWST/NIRCam.F480M,141761.99383578,1.25,4.5,-1,39000,2,48139.105123907
0,JWST/NIRCam.F480M,139492.07198795,1.25,5,-1,39000,2,48139.105123907
0,JWST/NIRCam.F480M,145872.83436955,1.25,4.5,-1,40000,2,48139.105123907
0,JWST/NIRCam.F480M,144224.39895828,1.25,5,-1,40000,2,48139.105123907
0,JWST/NIRCam.F480M,10727.712409351,1.25,0,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,10867.888617613,1.25,0.5,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11005.532214217,1.25,1,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11130.704808234,1.25,1.5,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11235.120666313,1.25,2,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11308.41028327,1.25,2.5,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11352.030466279,1.25,3,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11474.152593761,1.25,3.5,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11691.875307222,1.25,4,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11874.820485014,1.25,4.5,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,11939.664846775,1.25,5,-1,4000,2,48139.105123907
0,JWST/NIRCam.F480M,149513.33418727,1.25,4.5,-1,41000,2,48139.105123907
0,JWST/NIRCam.F480M,148408.65297959,1.25,5,-1,41000,2,48139.105123907
0,JWST/NIRCam.F480M,152850.43868407,1.25,4.5,-1,42000,2,48139.105123907
0,JWST/NIRCam.F480M,152111.44748528,1.25,5,-1,42000,2,48139.105123907
0,JWST/NIRCam.F480M,11757.942136953,1.25,0,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,11885.398459694,1.25,0.5,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12026.795043532,1.25,1,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12168.558233862,1.25,1.5,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12298.973592144,1.25,2,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12412.050819739,1.25,2.5,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12504.531579878,1.25,3,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12575.395144934,1.25,3.5,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12696.397515845,1.25,4,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,12907.808091392,1.25,4.5,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,13094.622365787,1.25,5,-1,4250,2,48139.105123907
0,JWST/NIRCam.F480M,156024.53993551,1.25,4.5,-1,43000,2,48139.105123907
0,JWST/NIRCam.F480M,155472.83275647,1.25,5,-1,43000,2,48139.105123907
0,JWST/NIRCam.F480M,159126.54480141,1.25,4.5,-1,44000,2,48139.105123907
0,JWST/NIRCam.F480M,158616.23041284,1.25,5,-1,44000,2,48139.105123907
0,JWST/NIRCam.F480M,162194.60031348,1.25,4.5,-1,45000,2,48139.105123907
0,JWST/NIRCam.F480M,161638.15440282,1.25,5,-1,45000,2,48139.105123907
0,JWST/NIRCam.F480M,13016.567095109,1.25,0,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13065.863186873,1.25,0.5,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13154.171591277,1.25,1,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13261.928489036,1.25,1.5,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13375.209700191,1.25,2,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13484.253189984,1.25,2.5,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13582.074466602,1.25,3,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13668.888506305,1.25,3.5,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13750.232750275,1.25,4,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,13868.106211634,1.25,4.5,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,14055.269454964,1.25,5,-1,4500,2,48139.105123907
0,JWST/NIRCam.F480M,165239.03264459,1.25,4.5,-1,46000,2,48139.105123907
0,JWST/NIRCam.F480M,164578.70156386,1.25,5,-1,46000,2,48139.105123907
0,JWST/NIRCam.F480M,168269.51828262,1.25,4.5,-1,47000,2,48139.105123907
0,JWST/NIRCam.F480M,167469.62984844,1.25,5,-1,47000,2,48139.105123907
0,JWST/NIRCam.F480M,14562.831800455,1.25,0,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14487.074276211,1.25,0.5,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14468.817767799,1.25,1,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14490.203153716,1.25,1.5,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14537.572188274,1.25,2,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14600.302884535,1.25,2.5,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14667.222591087,1.25,3,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14737.807093638,1.25,3.5,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14809.486845558,1.25,4,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,14891.011467152,1.25,4.5,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,15000.217934649,1.25,5,-1,4750,2,48139.105123907
0,JWST/NIRCam.F480M,171286.94685993,1.25,4.5,-1,48000,2,48139.105123907
0,JWST/NIRCam.F480M,170332.30114839,1.25,5,-1,48000,2,48139.105123907
0,JWST/NIRCam.F480M,174286.82668336,1.25,4.5,-1,49000,2,48139.105123907
0,JWST/NIRCam.F480M,173177.56934677,1.25,5,-1,49000,2,48139.105123907
0,JWST/NIRCam.F480M,176015.2955637,1.25,5,-1,50000,2,48139.105123907
0,JWST/NIRCam.F480M,16177.234887964,1.25,0,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,16016.034433643,1.25,0.5,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15900.768832621,1.25,1,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15828.213684641,1.25,1.5,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15793.517796219,1.25,2,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15786.235469601,1.25,2.5,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15800.473969187,1.25,3,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15832.28941026,1.25,3.5,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15877.933311828,1.25,4,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,15940.804168941,1.25,4.5,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,16020.172031443,1.25,5,-1,5000,2,48139.105123907
0,JWST/NIRCam.F480M,17563.934538802,1.25,0,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,17414.445568263,1.25,0.5,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,17277.422182146,1.25,1,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,17161.697266743,1.25,1.5,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,17072.06901512,1.25,2,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,17006.654328192,1.25,2.5,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16968.934172608,1.25,3,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16955.466323623,1.25,3.5,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,16969.026431124,1.25,4,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,17008.475701803,1.25,4.5,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,17072.817640901,1.25,5,-1,5250,2,48139.105123907
0,JWST/NIRCam.F480M,18527.827066603,1.25,0,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18456.577392971,1.25,0.5,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18370.168303729,1.25,1,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18282.918019158,1.25,1.5,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18202.41417247,1.25,2,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18132.093268144,1.25,2.5,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18078.956375072,1.25,3,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18043.965592285,1.25,3.5,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18038.903433928,1.25,4,-1,5500,2,48139.105123907
0,JWST/NIRCam.F480M,18064.796204174,1.25,4.5,-1,5500,2,48139.105123907
