Index,Wavelengths,Fluxes,Convolved Fluxes,Interpolated Filter
   187,    1755.000000,       0.000307,       0.000000,       0.000000,
   188,    1765.000000,       0.000389,       0.000000,       0.000000,
   189,    1775.000000,       0.000391,       0.000000,       0.000000,
   190,    1785.000000,       0.000647,       0.000000,       0.000000,
   191,    1795.000000,       0.000611,       0.000000,       0.000000,
   192,    1805.000000,       0.001022,       0.000000,       0.000000,
   193,    1815.000000,       0.000879,       0.000000,       0.000000,
   194,    1825.000000,       0.001197,       0.000000,       0.000000,
   195,    1835.000000,       0.001237,       0.000000,       0.000000,
   196,    1845.000000,       0.001761,       0.000000,       0.000000,
   197,    1855.000000,       0.001522,       0.000000,       0.000000,
   198,    1865.000000,       0.002514,       0.000000,       0.000000,
   199,    1875.000000,       0.002418,       0.000000,       0.000000,
   200,    1885.000000,       0.003174,       0.000000,       0.000000,
   201,    1895.000000,       0.003717,       0.000000,       0.000000,
   202,    1905.000000,       0.004210,       0.000000,       0.000000,
   203,    1915.000000,       0.005956,       0.000000,       0.000000,
   204,    1925.000000,       0.005538,       0.000000,       0.000000,
   205,    1935.000000,       0.005930,       0.000000,       0.000000,
   206,    1945.000000,       0.007909,       0.000001,       0.000000,
   207,    1955.000000,       0.011243,       0.000001,       0.000000,
   208,    1967.000000,       0.011809,       0.000001,       0.000000,
   209,    1976.000000,       0.014657,       0.000001,       0.000000,
   210,    1984.000000,       0.020137,       0.000001,       0.000000,
   211,    1995.000000,       0.017469,       0.000001,       0.000000,
   212,    2005.000000,       0.020880,       0.000001,       0.000000,
   213,    2015.000000,       0.023768,       0.000002,       0.000000,
   214,    2025.000000,       0.023507,       0.000002,       0.000000,
   215,    2035.000000,       0.027726,       0.000002,       0.000000,
   216,    2045.000000,       0.029483,       0.000002,       0.000000,
   217,    2055.000000,       0.037436,       0.000003,       0.000000,
   218,    2065.000000,       0.034880,       0.000002,       0.000000,
   219,    2074.000000,       0.034318,       0.000002,       0.000000,
   220,    2078.000000,       0.042770,       0.000003,       0.000000,
   221,    2085.000000,       0.049541,       0.000003,       0.000000,
   222,    2095.000000,       0.059035,       0.000004,       0.000000,
   223,    2105.000000,       0.058120,       0.000004,       0.000000,
   224,    2115.000000,       0.059063,       0.000004,       0.000000,
   225,    2125.000000,       0.070593,       0.000005,       0.000000,
   226,    2135.000000,       0.091876,       0.000006,       0.000000,
   227,    2145.000000,       0.075090,       0.000005,       0.000000,
   228,    2155.000000,       0.096053,       0.000007,       0.000000,
   229,    2165.000000,       0.098056,       0.000007,       0.000000,
   230,    2175.000000,       0.110137,       0.000008,       0.000000,
   231,    2185.000000,       0.109451,       0.000008,       0.000000,
   232,    2195.000000,       0.172956,       0.000012,       0.000000,
   233,    2205.000000,       0.150323,       0.000011,       0.000000,
   234,    2215.000000,       0.190249,       0.000013,       0.000000,
   235,    2225.000000,       0.170051,       0.000012,       0.000000,
   236,    2235.000000,       0.285668,       0.000020,       0.000000,
   237,    2245.000000,       0.307627,       0.000022,       0.000000,
   238,    2255.000000,       0.412155,       0.000029,       0.000000,
   239,    2265.000000,       0.220381,       0.000015,       0.000000,
   240,    2275.000000,       0.483466,       0.000034,       0.000000,
   241,    2285.000000,       0.397569,       0.000028,       0.000000,
   242,    2295.000000,       0.731400,       0.000051,       0.000000,
   243,    2305.000000,       0.280766,       0.000020,       0.000000,
   244,    2315.000000,       1.051551,       0.000074,       0.000000,
   245,    2325.000000,       0.706263,       0.000049,       0.000000,
   246,    2335.000000,       1.234890,       0.000086,       0.000000,
   247,    2345.000000,       0.798942,       0.000056,       0.000000,
   248,    2355.000000,       0.656329,       0.000046,       0.000000,
   249,    2365.000000,       0.957649,       0.000067,       0.000000,
   250,    2375.000000,       0.869089,       0.000061,       0.000000,
   251,    2385.000000,       1.735645,       0.000121,       0.000000,
   252,    2395.000000,       1.537875,       0.000108,       0.000000,
   253,    2405.000000,       3.187240,       0.000223,       0.000000,
   254,    2415.000000,       1.695120,       0.000119,       0.000000,
   255,    2425.000000,       2.481600,       0.000174,       0.000000,
   256,    2435.000000,       3.824460,       0.000268,       0.000000,
   257,    2445.000000,       5.795105,       0.000406,       0.000000,
   258,    2455.000000,       7.140950,       0.000500,       0.000000,
   259,    2465.000000,       3.784485,       0.000265,       0.000000,
   260,    2475.000000,       8.116535,       0.000568,       0.000000,
   261,    2485.000000,       2.380995,       0.000167,       0.000000,
   262,    2495.000000,       3.060030,       0.000214,       0.000000,
   263,    2505.000000,       6.526755,       0.000457,       0.000000,
   264,    2513.000000,       4.060125,       0.000284,       0.000000,
   265,    2518.000000,       4.571535,       0.000320,       0.000000,
   266,    2525.000000,       6.415090,       0.000449,       0.000000,
   267,    2535.000000,      18.824700,       0.001318,       0.000000,
   268,    2545.000000,      24.893300,       0.001743,       0.000000,
   269,    2555.000000,      25.696350,       0.001799,       0.000000,
   270,    2565.000000,      10.831970,       0.000758,       0.000000,
   271,    2575.000000,      23.816100,       0.001667,       0.000000,
   272,    2585.000000,      12.418300,       0.000869,       0.000000,
   273,    2595.000000,      18.576550,       0.001300,       0.000000,
   274,    2605.000000,      27.951751,       0.001957,       0.000000,
   275,    2615.000000,      23.387800,       0.001637,       0.000000,
   276,    2625.000000,      47.218401,       0.003305,       0.000000,
   277,    2635.000000,      87.041599,       0.006093,       0.000000,
   278,    2645.000000,      58.988949,       0.004129,       0.000000,
   279,    2655.000000,     102.784000,       0.007195,       0.000000,
   280,    2665.000000,      70.280449,       0.004920,       0.000000,
   281,    2675.000000,      71.588150,       0.005011,       0.000000,
   282,    2685.000000,      98.657997,       0.006906,       0.000000,
   283,    2695.000000,      53.252851,       0.003728,       0.000000,
   284,    2705.000000,     127.785000,       0.008945,       0.000000,
   285,    2715.000000,     109.780499,       0.007685,       0.000000,
   286,    2725.000000,      82.987652,       0.005809,       0.000000,
   287,    2735.000000,      89.916248,       0.006294,       0.000000,
   288,    2745.000000,     136.801998,       0.009576,       0.000000,
   289,    2755.000000,     130.228996,       0.009116,       0.000000,
   290,    2765.000000,     220.228996,       0.015416,       0.000000,
   291,    2775.000000,     312.102493,       0.021847,       0.000000,
   292,    2785.000000,     168.612999,       0.011803,       0.000000,
   293,    2795.000000,     162.077003,       0.011345,       0.000000,
   294,    2805.000000,     166.664497,       0.011667,       0.000000,
   295,    2815.000000,     307.364990,       0.021516,       0.000000,
   296,    2825.000000,     287.474503,       0.020123,       0.000000,
   297,    2835.000000,     222.898003,       0.015603,       0.000000,
   298,    2845.000000,     121.375496,       0.008496,       0.000000,
   299,    2855.000000,      44.905849,       0.003143,       0.000000,
   300,    2865.000000,     220.806000,       0.015456,       0.000000,
   301,    2875.000000,     304.841003,       0.021339,       0.000000,
   302,    2885.000000,     604.230988,       0.042296,       0.000000,
   303,    2895.000000,     798.474518,       0.055893,       0.000000,
   304,    2910.000000,    1007.880005,       0.070552,       0.000000,
   305,    2930.000000,    1061.809998,       0.074327,       0.000000,
   306,    2950.000000,    1073.263977,       0.075128,       0.000000,
   307,    2970.000000,    1119.009979,       0.078331,       0.000000,
   308,    2990.000000,    1282.155029,       0.089751,       0.000000,
   309,    3010.000000,    1384.609985,       0.096923,       0.000000,
   310,    3030.000000,    1833.380005,       0.128337,       0.000000,
   311,    3050.000000,    2242.294922,       0.156961,       0.000000,
   312,    3070.000000,    3107.739990,       0.217542,       0.000000,
   313,    3090.000000,    4116.045166,       0.288123,       0.000000,
   314,    3110.000000,    5726.645020,       0.400865,       0.000000,
   315,    3130.000000,    6077.064941,       0.425395,       0.000000,
   316,    3150.000000,    9650.670410,       0.675547,       0.000000,
   317,    3170.000000,   13113.100098,       0.917917,       0.000000,
   318,    3190.000000,   10450.455078,       0.731532,       0.000000,
   319,    3210.000000,   13357.250000,       0.935008,       0.000000,
   320,    3230.000000,    9865.529785,       0.690587,       0.000000,
   321,    3250.000000,   15874.350586,       3.651101,       0.000000,
   322,    3270.000000,   24284.000000,      65.081118,       0.000000,
   323,    3290.000000,   30369.700195,     456.456605,       0.000000,
   324,    3310.000000,   26223.300781,    1080.924410,       0.000000,
   325,    3330.000000,   27902.299805,    2462.657049,       0.000000,
   326,    3350.000000,   27271.849609,    3606.156639,       0.000000,
   327,    3370.000000,   21955.599609,    3735.086624,       0.000000,
   328,    3390.000000,   24971.050781,    5351.546025,       0.000000,
   329,    3410.000000,   31953.000000,    7688.530929,       0.000000,
   330,    3430.000000,   38339.300781,   10286.818193,       0.000000,
   331,    3450.000000,   34207.150391,    9845.502415,       0.000000,
   332,    3470.000000,   39415.949219,   11858.288478,       0.000000,
   333,    3490.000000,   47573.300781,   14691.110807,       0.000000,
   334,    3510.000000,   56429.449219,   17644.923901,       0.000000,
   335,    3530.000000,   44918.599609,   14046.046250,       0.000000,
   336,    3550.000000,   64049.250000,   19909.069552,       0.000000,
   337,    3570.000000,   31458.099609,    9639.076762,       0.000000,
   338,    3590.000000,   30275.800781,    9108.171616,       0.000000,
   339,    3610.000000,   48871.500000,   14480.625156,       0.000000,
   340,    3630.000000,   75660.949219,   22403.206353,       0.000000,
   341,    3640.000000,   82295.847656,   24094.579255,       0.000000,
   342,    3650.000000,   89882.050781,   26393.864328,       0.000000,
   343,    3670.000000,  118827.500000,   34500.377105,       0.000000,
   344,    3690.000000,  101635.601562,   29845.294530,       0.000000,
   345,    3710.000000,   97505.898438,   27061.786886,       0.000000,
   346,    3730.000000,   39709.449219,   11142.471901,       0.000000,
   347,    3750.000000,   48599.099609,   13726.815224,       0.000000,
   348,    3770.000000,   89508.699219,   23675.050239,       0.000000,
   349,    3790.000000,   99327.500000,   26282.057367,       0.000000,
   350,    3810.000000,   81174.296875,   22495.833522,       0.000000,
   351,    3830.000000,   34873.849609,    9691.093955,       0.000000,
   352,    3850.000000,   56637.148438,   17400.630872,       0.000000,
   353,    3870.000000,   59417.597656,   19689.804085,       0.000000,
   354,    3890.000000,   91903.750000,   33290.295627,       0.000000,
   355,    3910.000000,   92014.500000,   36862.850230,       0.000000,
   356,    3930.000000,   26616.350586,   11833.629100,       0.000000,
   357,    3950.000000,   58185.699219,   27468.304439,       0.000000,
   358,    3970.000000,   34856.250000,   18043.687134,       0.000000,
   359,    3990.000000,  147982.500000,   83209.081825,       0.000000,
   360,    4010.000000,  239705.500000,  137662.866524,       0.000000,
   361,    4030.000000,  241879.500000,  149229.973676,       0.000000,
   362,    4050.000000,  229754.000000,  154459.022236,       0.000000,
   363,    4070.000000,  210041.000000,  144539.711766,       0.000000,
   364,    4090.000000,  310730.000000,  223203.577358,       0.000000,
   365,    4110.000000,  296618.000000,  220203.277663,       0.000000,
   366,    4130.000000,  250583.500000,  192134.893129,       0.000000,
   367,    4150.000000,  239933.500000,  189173.166122,       0.000000,
   368,    4170.000000,  248941.000000,  199130.397527,       0.000000,
   369,    4190.000000,  278092.500000,  231798.443970,       0.000000,
   370,    4210.000000,  297775.000000,  247984.047350,       0.000000,
   371,    4230.000000,  236802.000000,  197703.623668,       0.000000,
   372,    4250.000000,  379441.000000,  323849.097194,       0.000000,
   373,    4270.000000,  366576.000000,  315401.998126,       0.000000,
   374,    4290.000000,  342379.000000,  303501.862036,       0.000000,
   375,    4310.000000,  327750.500000,  295234.365068,       0.000000,
   376,    4330.000000,  492369.000000,  442674.208888,       0.000000,
   377,    4350.000000,  534827.500000,  493046.779332,       0.000000,
   378,    4370.000000,  573619.000000,  534905.464215,       0.000000,
   379,    4390.000000,  481407.000000,  452012.283098,       0.000000,
   380,    4410.000000,  509205.500000,  486917.567505,       0.000000,
   381,    4430.000000,  539690.500000,  513083.750269,       0.000000,
   382,    4450.000000,  555415.500000,  529827.519208,       0.000000,
   383,    4470.000000,  620406.500000,  602898.629883,       0.000000,
   384,    4490.000000,  661599.500000,  638443.500149,       0.000000,
   385,    4510.000000,  813391.000000,  777984.100071,       0.000000,
   386,    4530.000000,  645983.500000,  628018.713379,       0.000000,
   387,    4550.000000,  694881.500000,  678822.807660,       0.000000,
   388,    4570.000000,  799108.500000,  782399.121573,       0.000000,
   389,    4590.000000,  795870.000000,  781273.750910,       0.000000,
   390,    4610.000000,  836266.000000,  808100.542920,       0.000000,
   391,    4630.000000,  804506.000000,  773033.710411,       0.000000,
   392,    4650.000000,  831218.000000,  812382.585978,       0.000000,
   393,    4670.000000,  893140.500000,  876563.819185,       0.000000,
   394,    4690.000000,  885548.000000,  869360.156616,       0.000000,
   395,    4710.000000,  854056.500000,  849367.725531,       0.000000,
   396,    4730.000000,  913817.000000,  907493.404591,       0.000000,
   397,    4750.000000,  989016.000000,  966337.837352,       0.000000,
   398,    4770.000000, 1005484.500000,  987566.765558,       0.000000,
   399,    4790.000000,  999737.500000,  995838.532235,       0.000000,
   400,    4810.000000, 1006277.000000, 1006206.584909,       0.000000,
   401,    4830.000000, 1089570.000000, 1087347.246069,       0.000000,
   402,    4850.000000, 1024387.500000, 1020136.319131,       0.000000,
   403,    4870.000000,  962391.000000,  947483.567760,       0.000000,
   404,    4890.000000, 1090600.000000, 1065025.411487,       0.000000,
   405,    4910.000000, 1095885.000000, 1080224.830565,       0.000000,
   406,    4930.000000, 1067700.000000, 1053243.310475,       0.000000,
   407,    4950.000000, 1156395.000000, 1135047.976378,       0.000000,
   408,    4970.000000, 1090400.000000, 1074839.983702,       0.000000,
   409,    4990.000000,  984015.500000,  974687.033510,       0.000000,
   410,    5010.000000,  919704.000000,  894871.982790,       0.000000,
   411,    5030.000000, 1008460.000000,  962353.227766,       0.000000,
   412,    5050.000000, 1041210.000000, 1002352.024251,       0.000000,
   413,    5070.000000, 1113640.000000, 1095008.791096,       0.000000,
   414,    5090.000000,  988198.000000,  966605.883690,       0.000000,
   415,    5110.000000, 1060210.000000, 1023547.946370,       0.000000,
   416,    5130.000000,  984520.000000,  951262.935319,       0.000000,
   417,    5150.000000,  973849.000000,  948246.510292,       0.000000,
   418,    5170.000000,  825541.000000,  797059.833138,       0.000000,
   419,    5190.000000,  885009.000000,  846475.707330,       0.000000,
   420,    5210.000000,  987081.000000,  952582.501353,       0.000000,
   421,    5230.000000, 1137000.000000, 1107062.796593,       0.000000,
   422,    5250.000000, 1190685.000000, 1147284.497911,       0.000000,
   423,    5270.000000, 1047545.000000,  993638.305289,       0.000000,
   424,    5290.000000, 1269650.000000, 1206878.470629,       0.000000,
   425,    5310.000000, 1417340.000000, 1368044.878683,       0.000000,
   426,    5330.000000, 1172820.000000, 1134879.268638,       0.000000,
   427,    5350.000000, 1354620.000000, 1295829.506081,       0.000000,
   428,    5370.000000, 1391985.000000, 1323708.172655,       0.000000,
   429,    5390.000000, 1285530.000000, 1226601.272728,       0.000000,
   430,    5410.000000, 1305310.000000, 1241402.060940,       0.000000,
   431,    5430.000000, 1327300.000000, 1244595.963025,       0.000000,
   432,    5450.000000, 1436460.000000, 1334844.841847,       0.000000,
   433,    5470.000000, 1335385.000000, 1246288.100982,       0.000000,
   434,    5490.000000, 1311300.000000, 1225567.235863,       0.000000,
   435,    5510.000000, 1304530.000000, 1204524.759635,       0.000000,
   436,    5530.000000, 1402715.000000, 1279879.231156,       0.000000,
   437,    5550.000000, 1478300.000000, 1345888.689893,       0.000000,
   438,    5570.000000, 1454345.000000, 1326449.933211,       0.000000,
   439,    5590.000000, 1398445.000000, 1267130.979691,       0.000000,
   440,    5610.000000, 1497360.000000, 1335510.382361,       0.000000,
   441,    5630.000000, 1428210.000000, 1258053.019248,       0.000000,
   442,    5650.000000, 1466675.000000, 1293974.034835,       0.000000,
   443,    5670.000000, 1429570.000000, 1276134.217244,       0.000000,
   444,    5690.000000, 1536365.000000, 1377658.533302,       0.000000,
   445,    5710.000000, 1423770.000000, 1274558.924096,       0.000000,
   446,    5730.000000, 1657210.000000, 1482192.030343,       0.000000,
   447,    5750.000000, 1527485.000000, 1368916.763300,       0.000000,
   448,    5770.000000, 1595390.000000, 1431543.454912,       0.000000,
   449,    5790.000000, 1457850.000000, 1303186.680070,       0.000000,
   450,    5810.000000, 1622825.000000, 1440305.919020,       0.000000,
   451,    5830.000000, 1736460.000000, 1542202.235731,       0.000000,
   452,    5850.000000, 1632520.000000, 1462117.543530,       0.000000,
   453,    5870.000000, 1632730.000000, 1476134.844928,       0.000000,
   454,    5890.000000, 1263740.000000, 1144872.610852,       0.000000,
   455,    5910.000000, 1586170.000000, 1425506.860425,       0.000000,
   456,    5930.000000, 1617265.000000, 1435872.513890,       0.000000,
   457,    5950.000000, 1615035.000000, 1423249.632255,       0.000000,
   458,    5970.000000, 1697830.000000, 1489625.106906,       0.000000,
   459,    5990.000000, 1620255.000000, 1420493.757249,       0.000000,
   460,    6010.000000, 1584460.000000, 1390363.646222,       0.000000,
   461,    6030.000000, 1697000.000000, 1481073.716342,       0.000000,
   462,    6050.000000, 1751160.000000, 1531161.732259,       0.000000,
   463,    6070.000000, 1756050.000000, 1544200.163403,       0.000000,
   464,    6090.000000, 1622895.000000, 1439621.467929,       0.000000,
   465,    6110.000000, 1643220.000000, 1465604.377373,       0.000000,
   466,    6130.000000, 1504285.000000, 1341130.235214,       0.000000,
   467,    6150.000000, 1592280.000000, 1413196.314290,       0.000000,
   468,    6170.000000, 1485835.000000, 1305053.444101,       0.000000,
   469,    6190.000000, 1634200.000000, 1417554.059744,       0.000000,
