Index,Wavelengths,Fluxes,Convolved Fluxes,Interpolated Filter
     1,     151.000000,       0.000000,       0.000000,       0.000000,
     2,     155.199997,       0.000000,       0.000000,       0.000000,
     3,     158.800003,       0.000000,       0.000000,       0.000000,
     4,     162.000000,       0.000000,       0.000000,       0.000000,
     5,     166.000000,       0.000000,       0.000000,       0.000000,
     6,     170.300003,       0.000000,       0.000000,       0.000000,
     7,     173.399994,       0.000000,       0.000000,       0.000000,
     8,     176.800003,       0.000000,       0.000000,       0.000000,
     9,     180.199997,       0.000000,       0.000000,       0.000000,
    10,     181.699997,       0.000000,       0.000000,       0.000000,
    11,     186.100006,       0.000000,       0.000000,       0.000000,
    12,     191.000000,       0.000000,       0.000000,       0.000000,
    13,     193.899994,       0.000000,       0.000000,       0.000000,
    14,     198.399994,       0.000000,       0.000000,       0.000000,
    15,     201.800003,       0.000000,       0.000000,       0.000000,
    16,     205.000000,       0.000000,       0.000000,       0.000000,
    17,     210.500000,       0.000000,       0.000000,       0.000000,
    18,     216.199997,       0.000000,       0.000000,       0.000000,
    19,     219.800003,       0.000000,       0.000000,       0.000000,
    20,     223.000000,       0.000000,       0.000000,       0.000000,
    21,     226.800003,       0.000000,       0.000000,       0.000000,
    22,     230.000000,       0.000000,       0.000000,       0.000000,
    23,     234.000000,       0.000000,       0.000000,       0.000000,
    24,     240.000000,       0.000000,       0.000000,       0.000000,
    25,     246.500000,       0.000000,       0.000000,       0.000000,
    26,     252.399994,       0.000000,       0.000000,       0.000000,
    27,     256.799988,       0.000000,       0.000000,       0.000000,
    28,     260.000000,       0.000000,       0.000000,       0.000000,
    29,     264.000000,       0.000000,       0.000000,       0.000000,
    30,     268.500000,       0.000000,       0.000000,       0.000000,
    31,     273.500000,       0.000000,       0.000000,       0.000000,
    32,     278.500000,       0.000000,       0.000000,       0.000000,
    33,     284.000000,       0.000000,       0.000000,       0.000000,
    34,     290.000000,       0.000000,       0.000000,       0.000000,
    35,     296.000000,       0.000000,       0.000000,       0.000000,
    36,     301.000000,       0.000000,       0.000000,       0.000000,
    37,     308.000000,       0.000000,       0.000000,       0.000000,
    38,     318.000000,       0.000000,       0.000000,       0.000000,
    39,     328.000000,       0.000000,       0.000000,       0.000000,
    40,     338.000000,       0.000000,       0.000000,       0.000000,
    41,     348.000000,       0.000000,       0.000000,       0.000000,
    42,     357.000000,       0.000000,       0.000000,       0.000000,
    43,     366.000000,       0.000000,       0.000000,       0.000000,
    44,     375.000000,       0.000000,       0.000000,       0.000000,
    45,     385.000000,       0.000000,       0.000000,       0.000000,
    46,     395.000000,       0.000000,       0.000000,       0.000000,
    47,     405.000000,       0.000000,       0.000000,       0.000000,
    48,     414.000000,       0.000000,       0.000000,       0.000000,
    49,     422.000000,       0.000000,       0.000000,       0.000000,
    50,     430.000000,       0.000000,       0.000000,       0.000000,
    51,     441.000000,       0.000000,       0.000000,       0.000000,
    52,     451.000000,       0.000000,       0.000000,       0.000000,
    53,     460.000000,       0.000000,       0.000000,       0.000000,
    54,     470.000000,       0.000000,       0.000000,       0.000000,
    55,     480.000000,       0.000000,       0.000000,       0.000000,
    56,     490.000000,       0.000000,       0.000000,       0.000000,
    57,     500.000000,       0.000000,       0.000000,       0.000000,
    58,     506.000000,       0.000000,       0.000000,       0.000000,
    59,     512.000000,       0.000000,       0.000000,       0.000000,
    60,     520.000000,       0.000000,       0.000000,       0.000000,
    61,     530.000000,       0.000000,       0.000000,       0.000000,
    62,     540.000000,       0.000000,       0.000000,       0.000000,
    63,     550.000000,       0.000000,       0.000000,       0.000000,
    64,     560.000000,       0.000000,       0.000000,       0.000000,
    65,     570.000000,       0.000000,       0.000000,       0.000000,
    66,     580.000000,       0.000000,       0.000000,       0.000000,
    67,     590.000000,       0.000000,       0.000000,       0.000000,
    68,     600.000000,       0.000000,       0.000000,       0.000000,
    69,     610.000000,       0.000000,       0.000000,       0.000000,
    70,     620.000000,       0.000000,       0.000000,       0.000000,
    71,     630.000000,       0.000000,       0.000000,       0.000000,
    72,     640.000000,       0.000000,       0.000000,       0.000000,
    73,     650.000000,       0.000000,       0.000000,       0.000000,
    74,     658.000000,       0.000000,       0.000000,       0.000000,
    75,     665.000000,       0.000000,       0.000000,       0.000000,
    76,     675.000000,       0.000000,       0.000000,       0.000000,
    77,     685.000000,       0.000000,       0.000000,       0.000000,
    78,     695.000000,       0.000000,       0.000000,       0.000000,
    79,     705.000000,       0.000000,       0.000000,       0.000000,
    80,     716.000000,       0.000000,       0.000000,       0.000000,
    81,     726.000000,       0.000000,       0.000000,       0.000000,
    82,     735.000000,       0.000000,       0.000000,       0.000000,
    83,     745.000000,       0.000000,       0.000000,       0.000000,
    84,     755.000000,       0.000000,       0.000000,       0.000000,
    85,     765.000000,       0.000000,       0.000000,       0.000000,
    86,     775.000000,       0.000000,       0.000000,       0.000000,
    87,     785.000000,       0.000000,       0.000000,       0.000000,
    88,     795.000000,       0.000000,       0.000000,       0.000000,
    89,     805.000000,       0.000000,       0.000000,       0.000000,
    90,     815.000000,       0.000000,       0.000000,       0.000000,
    91,     825.000000,       0.000000,       0.000000,       0.000000,
    92,     835.000000,       0.000000,       0.000000,       0.000000,
    93,     845.000000,       0.000000,       0.000000,       0.000000,
    94,     855.000000,       0.000000,       0.000000,       0.000000,
    95,     865.000000,       0.000000,       0.000000,       0.000000,
    96,     875.000000,       0.000000,       0.000000,       0.000000,
    97,     885.000000,       0.000000,       0.000000,       0.000000,
    98,     895.000000,       0.000000,       0.000000,       0.000000,
    99,     905.000000,       0.000000,       0.000000,       0.000000,
   100,     915.000000,       0.000000,       0.000000,       0.000000,
   101,     925.000000,       0.000000,       0.000000,       0.000000,
   102,     935.000000,       0.000000,       0.000000,       0.000000,
   103,     945.000000,       0.000000,       0.000000,       0.000000,
   104,     955.000000,       0.000000,       0.000000,       0.000000,
   105,     965.000000,       0.000000,       0.000000,       0.000000,
   106,     975.000000,       0.000000,       0.000000,       0.000000,
   107,     985.000000,       0.000000,       0.000000,       0.000000,
   108,     995.000000,       0.000000,       0.000000,       0.000000,
   109,    1005.000000,       0.000000,       0.000000,       0.000000,
   110,    1015.000000,       0.000000,       0.000000,       0.000000,
   111,    1025.000000,       0.000000,       0.000000,       0.000000,
   112,    1035.000000,       0.000000,       0.000000,       0.000000,
   113,    1045.000000,       0.000000,       0.000000,       0.000000,
   114,    1055.000000,       0.000000,       0.000000,       0.000000,
   115,    1065.000000,       0.000000,       0.000000,       0.000000,
   116,    1075.000000,       0.000000,       0.000000,       0.000000,
   117,    1085.000000,       0.000000,       0.000000,       0.000000,
   118,    1095.000000,       0.000000,       0.000000,       0.000000,
   119,    1105.000000,       0.000000,       0.000000,       0.000000,
   120,    1115.000000,       0.000000,       0.000000,       0.000000,
   121,    1125.000000,       0.000000,       0.000000,       0.000000,
   122,    1135.000000,       0.000000,       0.000000,       0.000000,
   123,    1145.000000,       0.000000,       0.000000,       0.000000,
   124,    1155.000000,       0.000000,       0.000000,       0.000000,
   125,    1165.000000,       0.000000,       0.000000,       0.000000,
   126,    1175.000000,       0.000000,       0.000000,       0.000000,
   127,    1185.000000,       0.000000,       0.000000,       0.000000,
   128,    1195.000000,       0.000000,       0.000000,       0.000000,
   129,    1205.000000,       0.000000,       0.000000,       0.000000,
   130,    1215.000000,       0.000000,       0.000000,       0.000000,
   131,    1225.000000,       0.000000,       0.000000,       0.000000,
   132,    1235.000000,       0.000000,       0.000000,       0.000000,
   133,    1245.000000,       0.000000,       0.000000,       0.000000,
   134,    1255.000000,       0.000000,       0.000000,       0.000000,
   135,    1265.000000,       0.000000,       0.000000,       0.000000,
   136,    1275.000000,       0.000000,       0.000000,       0.000000,
   137,    1285.000000,       0.000000,       0.000000,       0.000000,
   138,    1295.000000,       0.000000,       0.000000,       0.000000,
   139,    1305.000000,       0.000000,       0.000000,       0.000000,
   140,    1315.000000,       0.000000,       0.000000,       0.000000,
   141,    1325.000000,       0.000000,       0.000000,       0.000000,
   142,    1335.000000,       0.000000,       0.000000,       0.000000,
   143,    1345.000000,       0.000000,       0.000000,       0.000000,
   144,    1355.000000,       0.000000,       0.000000,       0.000000,
   145,    1365.000000,       0.000000,       0.000000,       0.000000,
   146,    1375.000000,       0.000000,       0.000000,       0.000000,
   147,    1385.000000,       0.000000,       0.000000,       0.000000,
   148,    1395.000000,       0.000000,       0.000000,       0.000000,
   149,    1405.000000,       0.000000,       0.000000,       0.000000,
   150,    1415.000000,       0.000000,       0.000000,       0.000000,
   151,    1425.000000,       0.000000,       0.000000,       0.000000,
   152,    1435.000000,       0.000000,       0.000000,       0.000000,
   153,    1442.000000,       0.000000,       0.000000,       0.000000,
   154,    1447.000000,       0.000000,       0.000000,       0.000000,
   155,    1455.000000,       0.000001,       0.000000,       0.000000,
   156,    1465.000000,       0.000001,       0.000000,       0.000000,
   157,    1475.000000,       0.000001,       0.000000,       0.000000,
   158,    1485.000000,       0.000001,       0.000000,       0.000000,
   159,    1495.000000,       0.000001,       0.000000,       0.000000,
   160,    1505.000000,       0.000002,       0.000000,       0.000000,
   161,    1512.000000,       0.000002,       0.000000,       0.000000,
   162,    1517.000000,       0.000002,       0.000000,       0.000000,
   163,    1525.000000,       0.000003,       0.000000,       0.000000,
   164,    1535.000000,       0.000005,       0.000000,       0.000000,
   165,    1545.000000,       0.000004,       0.000000,       0.000000,
   166,    1555.000000,       0.000006,       0.000000,       0.000000,
   167,    1565.000000,       0.000007,       0.000000,       0.000000,
   168,    1575.000000,       0.000011,       0.000000,       0.000000,
   169,    1585.000000,       0.000013,       0.000000,       0.000000,
   170,    1595.000000,       0.000014,       0.000000,       0.000000,
   171,    1605.000000,       0.000017,       0.000000,       0.000000,
   172,    1615.000000,       0.000020,       0.000000,       0.000000,
   173,    1625.000000,       0.000022,       0.000000,       0.000000,
   174,    1635.000000,       0.000030,       0.000000,       0.000000,
   175,    1645.000000,       0.000039,       0.000000,       0.000000,
   176,    1655.000000,       0.000044,       0.000000,       0.000000,
   177,    1665.000000,       0.000055,       0.000000,       0.000000,
   178,    1672.000000,       0.000054,       0.000000,       0.000000,
   179,    1677.000000,       0.000070,       0.000000,       0.000000,
   180,    1685.000000,       0.000084,       0.000000,       0.000000,
   181,    1695.000000,       0.000106,       0.000000,       0.000000,
   182,    1705.000000,       0.000119,       0.000000,       0.000000,
   183,    1715.000000,       0.000149,       0.000000,       0.000000,
   184,    1725.000000,       0.000186,       0.000000,       0.000000,
   185,    1735.000000,       0.000222,       0.000000,       0.000000,
   186,    1745.000000,       0.000275,       0.000000,       0.000000,
