alpha,filter,flux,lh,logg,meta,teff,vtur,wavelength
0,Liverpool/IOO.SDSS-r,37299698.786192,1.25,4,-0.5,9250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,37337126.916017,1.25,4.5,-0.5,9250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,37308082.119795,1.25,5,-0.5,9250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,39183278.666031,1.25,2,-0.5,9500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,39285452.366795,1.25,2.5,-0.5,9500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,39350302.441901,1.25,3,-0.5,9500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,39426682.912627,1.25,3.5,-0.5,9500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,39538412.562149,1.25,4,-0.5,9500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,39625408.15862,1.25,4.5,-0.5,9500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,39656301.840046,1.25,5,-0.5,9500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,41434639.699748,1.25,2,-0.5,9750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,41546402.235339,1.25,2.5,-0.5,9750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,41588259.73334,1.25,3,-0.5,9750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,41660370.970997,1.25,3.5,-0.5,9750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,41765542.011229,1.25,4,-0.5,9750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,41865150.306801,1.25,4.5,-0.5,9750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,41949944.713549,1.25,5,-0.5,9750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,42808112.799676,1.25,2,-1,10000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,42991542.704272,1.25,2.5,-1,10000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,43072353.38307,1.25,3,-1,10000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,43162634.688736,1.25,3.5,-1,10000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,43281413.94389,1.25,4,-1,10000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,43410216.644603,1.25,4.5,-1,10000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,43506318.610292,1.25,5,-1,10000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,44977969.555159,1.25,2,-1,10250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,45168536.169681,1.25,2.5,-1,10250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,45230580.708773,1.25,3,-1,10250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,45303203.530686,1.25,3.5,-1,10250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,45417973.421407,1.25,4,-1,10250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,45568934.259656,1.25,4.5,-1,10250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,45718940.053661,1.25,5,-1,10250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,47157728.52972,1.25,2,-1,10500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,47355432.975061,1.25,2.5,-1,10500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,47394828.851126,1.25,3,-1,10500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,47440427.37234,1.25,3.5,-1,10500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,47540182.234064,1.25,4,-1,10500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,47701420.154622,1.25,4.5,-1,10500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,47894402.635306,1.25,5,-1,10500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,49340968.489513,1.25,2,-1,10750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,49547727.296969,1.25,2.5,-1,10750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,49564327.387009,1.25,3,-1,10750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,49578743.11952,1.25,3.5,-1,10750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,49653502.912663,1.25,4,-1,10750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,49809171.880802,1.25,4.5,-1,10750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,50026302.626371,1.25,5,-1,10750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,51529027.731601,1.25,2,-1,11000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,51748785.116451,1.25,2.5,-1,11000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,51744068.368675,1.25,3,-1,11000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,51726598.867059,1.25,3.5,-1,11000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,51771427.407099,1.25,4,-1,11000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,51908767.304757,1.25,4.5,-1,11000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,52131231.670978,1.25,5,-1,11000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,53718697.947271,1.25,2,-1,11250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,53954744.14032,1.25,2.5,-1,11250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,53930568.396434,1.25,3,-1,11250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,53883066.854724,1.25,3.5,-1,11250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,53894754.154558,1.25,4,-1,11250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,54005324.299049,1.25,4.5,-1,11250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,54217683.752234,1.25,5,-1,11250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,55911044.662782,1.25,2,-1,11500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,56164659.897766,1.25,2.5,-1,11500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,56125102.875056,1.25,3,-1,11500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,56050309.185679,1.25,3.5,-1,11500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,56030717.97197,1.25,4,-1,11500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,56110518.123428,1.25,4.5,-1,11500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,56303566.464666,1.25,5,-1,11500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,58107425.940525,1.25,2,-1,11750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,58376874.400075,1.25,2.5,-1,11750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,58322026.663121,1.25,3,-1,11750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,58223348.523546,1.25,3.5,-1,11750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,58174989.33319,1.25,4,-1,11750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,58223886.251668,1.25,4.5,-1,11750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,58392262.470406,1.25,5,-1,11750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,60594698.771898,1.25,2.5,-1,12000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,60526666.186818,1.25,3,-1,12000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,60406750.994422,1.25,3.5,-1,12000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,60332923.932584,1.25,4,-1,12000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,60353396.742256,1.25,4.5,-1,12000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,60493810.824432,1.25,5,-1,12000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,62816241.401038,1.25,2.5,-1,12250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,62732355.16266,1.25,3,-1,12250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,62593631.803055,1.25,3.5,-1,12250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,62497745.207581,1.25,4,-1,12250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,62492735.572658,1.25,4.5,-1,12250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,62606681.593492,1.25,5,-1,12250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,65043999.687706,1.25,2.5,-1,12500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,64943942.395548,1.25,3,-1,12500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,64786953.295964,1.25,3.5,-1,12500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,64673335.86325,1.25,4,-1,12500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,64646360.359107,1.25,4.5,-1,12500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,64736275.897418,1.25,5,-1,12500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,67283330.911723,1.25,2.5,-1,12750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,67161687.771585,1.25,3,-1,12750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,66985364.597303,1.25,3.5,-1,12750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,66854923.311168,1.25,4,-1,12750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,66809579.510143,1.25,4.5,-1,12750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,66877367.763019,1.25,5,-1,12750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,69534499.645073,1.25,2.5,-1,13000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,69383193.693379,1.25,3,-1,13000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,69187524.426698,1.25,3.5,-1,13000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,69042846.679127,1.25,4,-1,13000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,68983758.256582,1.25,4.5,-1,13000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,69033982.890387,1.25,5,-1,13000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,78508704.212435,1.25,2,-1,14000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,78715857.129713,1.25,2.5,-1,14000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,78383480.694612,1.25,3,-1,14000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,78070155.042325,1.25,3.5,-1,14000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,77862250.129655,1.25,4,-1,14000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,77763270.764739,1.25,4.5,-1,14000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,77772521.663217,1.25,5,-1,14000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,88276713.713415,1.25,2.5,-1,15000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,87653280.250896,1.25,3,-1,15000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,87138175.709699,1.25,3.5,-1,15000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,86822090.036861,1.25,4,-1,15000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,86678005.127582,1.25,4.5,-1,15000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,86672658.79672,1.25,5,-1,15000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,98322174.943802,1.25,2.5,-1,16000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,97296283.801946,1.25,3,-1,16000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,96478751.849943,1.25,3.5,-1,16000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,95983681.77263,1.25,4,-1,16000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,95754708.302523,1.25,4.5,-1,16000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,95724817.858436,1.25,5,-1,16000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,108933808.89302,1.25,2.5,-1,17000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,107413209.14923,1.25,3,-1,17000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,106195766.68362,1.25,3.5,-1,17000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,105440519.42344,1.25,4,-1,17000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,105065787.87596,1.25,4.5,-1,17000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,104971972.56455,1.25,5,-1,17000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,120179585.1439,1.25,2.5,-1,18000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,118058985.40408,1.25,3,-1,18000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,116352815.75888,1.25,3.5,-1,18000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,115263649.14803,1.25,4,-1,18000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,114685261.69348,1.25,4.5,-1,18000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,114481054.26483,1.25,5,-1,18000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,132161454.87938,1.25,2.5,-1,19000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,129289953.79364,1.25,3,-1,19000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,127005039.28492,1.25,3.5,-1,19000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,125510361.96323,1.25,4,-1,19000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,124667926.18402,1.25,4.5,-1,19000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,124310467.13211,1.25,5,-1,19000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,141172042.58521,1.25,3,-1,20000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,138177547.50385,1.25,3.5,-1,20000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,136211042.20216,1.25,4,-1,20000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,135060213.33998,1.25,4.5,-1,20000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,134507609.6689,1.25,5,-1,20000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,153792939.3766,1.25,3,-1,21000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,149927176.6019,1.25,3.5,-1,21000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,147399240.34045,1.25,4,-1,21000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,145889889.58055,1.25,4.5,-1,21000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,145112232.22583,1.25,5,-1,21000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,167205625.15509,1.25,3,-1,22000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,162306008.73967,1.25,3.5,-1,22000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,159108074.19409,1.25,4,-1,22000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,157176993.41123,1.25,4.5,-1,22000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,156137938.08999,1.25,5,-1,22000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,181463489.58126,1.25,3,-1,23000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,175382678.69216,1.25,3.5,-1,23000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,171404209.24538,1.25,4,-1,23000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,168966010.40106,1.25,4.5,-1,23000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,167629804.40304,1.25,5,-1,23000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,196821081.93844,1.25,3,-1,24000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,189180777.95166,1.25,3.5,-1,24000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,184343223.99505,1.25,4,-1,24000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,181327678.34632,1.25,4.5,-1,24000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,179630759.29175,1.25,5,-1,24000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,214027006.14759,1.25,3,-1,25000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,203770371.83917,1.25,3.5,-1,25000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,197957236.27319,1.25,4,-1,25000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,194321553.02388,1.25,4.5,-1,25000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,192214085.90995,1.25,5,-1,25000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,234045760.69871,1.25,3,-1,26000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,219419117.95634,1.25,3.5,-1,26000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,212329658.29923,1.25,4,-1,26000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,208025357.5654,1.25,4.5,-1,26000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,205467810.06719,1.25,5,-1,26000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,236666921.66053,1.25,3.5,-1,27000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,227616941.5301,1.25,4,-1,27000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,222517581.09399,1.25,4.5,-1,27000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,219495079.69086,1.25,5,-1,27000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,256047658.16007,1.25,3.5,-1,28000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,244138337.89449,1.25,4,-1,28000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,237926471.04705,1.25,4.5,-1,28000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,234383773.72609,1.25,5,-1,28000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,277358764.84966,1.25,3.5,-1,29000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,262325734.06274,1.25,4,-1,29000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,254506071.22767,1.25,4.5,-1,29000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,250284642.67737,1.25,5,-1,29000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,299373490.31796,1.25,3.5,-1,30000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,282248901.18392,1.25,4,-1,30000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,272556552.3551,1.25,4.5,-1,30000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,267380167.05616,1.25,5,-1,30000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,320861164.65433,1.25,3.5,-1,31000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,303459974.71259,1.25,4,-1,31000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,292105653.15819,1.25,4.5,-1,31000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,285807797.37771,1.25,5,-1,31000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,325411696.63385,1.25,4,-1,32000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,312782113.49305,1.25,4.5,-1,32000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,305517379.32341,1.25,5,-1,32000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,346711615.7559,1.25,4,-1,33000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,334457726.71062,1.25,4.5,-1,33000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,326157236.29328,1.25,5,-1,33000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,366821111.61003,1.25,4,-1,34000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,355788897.26613,1.25,4.5,-1,34000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,347543803.94035,1.25,5,-1,34000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,385425853.93679,1.25,4,-1,35000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,376296949.13903,1.25,4.5,-1,35000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,368505014.99555,1.25,5,-1,35000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,324159.76499904,1.25,0,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,332891.44733308,1.25,0.5,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,340495.22753019,1.25,1,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,349034.92717235,1.25,1.5,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,360434.32258327,1.25,2,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,382974.5441021,1.25,2.5,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,425663.98975501,1.25,3,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,459279.76467552,1.25,3.5,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,476888.54649933,1.25,4,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,485042.2227954,1.25,4.5,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,484362.01854955,1.25,5,-1,3500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,402135537.22255,1.25,4,-1,36000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,395709925.61396,1.25,4.5,-1,36000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,388834610.82629,1.25,5,-1,36000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,416979723.97504,1.25,4,-1,37000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,413561256.30242,1.25,4.5,-1,37000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,408187729.73857,1.25,5,-1,37000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,630622.4471461,1.25,0,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,642948.2029223,1.25,0.5,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,650599.31346908,1.25,1,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,656791.18033303,1.25,1.5,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,664172.99433692,1.25,2,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,674075.55552559,1.25,2.5,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,693936.97405538,1.25,3,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,730757.37060158,1.25,3.5,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,762044.76432166,1.25,4,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,777847.48148576,1.25,4.5,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,784314.56911478,1.25,5,-1,3750,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,430409593.27995,1.25,4,-1,38000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,429611139.57274,1.25,4.5,-1,38000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,426143299.00192,1.25,5,-1,38000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,442996184.63589,1.25,4,-1,39000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,443998475.189,1.25,4.5,-1,39000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,442467075.12339,1.25,5,-1,39000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,457132963.33556,1.25,4.5,-1,40000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,457169905.84403,1.25,5,-1,40000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1044731.0957027,1.25,0,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1057546.9403311,1.25,0.5,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1062542.6140064,1.25,1,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1064031.766247,1.25,1.5,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1065563.5578903,1.25,2,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1069512.9602357,1.25,2.5,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1078010.6034659,1.25,3,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1094702.9071457,1.25,3.5,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1124578.2721417,1.25,4,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1155895.6666295,1.25,4.5,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1174900.2893769,1.25,5,-1,4000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,469456200.96698,1.25,4.5,-1,41000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,470543841.14816,1.25,5,-1,41000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,481338744.88219,1.25,4.5,-1,42000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,482924386.54377,1.25,5,-1,42000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1585031.989983,1.25,0,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1597502.9122204,1.25,0.5,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1598584.5634314,1.25,1,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1594482.5031095,1.25,1.5,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1589713.0956034,1.25,2,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1586943.7877009,1.25,2.5,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1588596.0495828,1.25,3,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1595511.5106854,1.25,3.5,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1610948.1694638,1.25,4,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1636308.3924289,1.25,4.5,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,1666074.9810938,1.25,5,-1,4250,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,493019656.81872,1.25,4.5,-1,43000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,494662635.26571,1.25,5,-1,43000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,504643252.84774,1.25,4.5,-1,44000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,506010192.0587,1.25,5,-1,44000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,516276644.39283,1.25,4.5,-1,45000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,517162153.85403,1.25,5,-1,45000,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2255395.5584347,1.25,0,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2264257.9809325,1.25,0.5,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2260707.4284535,1.25,1,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2251205.281518,1.25,1.5,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2240330.6051863,1.25,2,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2231765.1324893,1.25,2.5,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2228474.722495,1.25,3,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2231439.328203,1.25,3.5,-1,4500,2,6120.6481623918
0,Liverpool/IOO.SDSS-r,2240910.9575885,1.25,4,-1,4500,2,6120.6481623918
