atmosphere,feh,filter,flux,logg,teff,wavelength
Synspec,0,Palomar/ZTF.g,573112927.32055,4,26000,4746.4797383749
Synspec,0,Palomar/ZTF.g,558254755.46588,4.5,26000,4746.4797383749
Synspec,0,Palomar/ZTF.g,546718180.40975,5,26000,4746.4797383749
Synspec,0,Palomar/ZTF.g,642045555.5374,3.5,27000,4746.4797383749
Synspec,0,Palomar/ZTF.g,617640110.43882,4,27000,4746.4797383749
Synspec,0,Palomar/ZTF.g,600678985.88322,4.5,27000,4746.4797383749
Synspec,0,Palomar/ZTF.g,588057396.0118,5,27000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,655817474.13673,3,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,670845778.71706,3.25,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,665518957.39451,3.5,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,656606474.75729,3.75,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,648021487.12025,4,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,640357088.25678,4.25,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,633411121.12295,4.5,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,626846151.31543,4.75,27500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,700283946.10628,3,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,772392637.46184,3.25,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,767459277.07587,3.5,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,778148023.44394,3.75,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,755468569.86927,4,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,759266814.56506,4.25,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,739798106.63212,4.5,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,733113206.90169,4.75,30000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,838356013.94616,3.25,32500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,783424249.31896,3.5,32500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,897212110.94097,3.75,32500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,893815901.36227,4,32500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,886043497.32164,4.25,32500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,877487415.6048,4.5,32500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,869370528.1567,4.75,32500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,873423789.03177,3.25,35000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,942404700.59564,3.5,35000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,975305976.55565,3.75,35000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,989050032.58466,4,35000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,992071364.43639,4.25,35000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,989669487.53719,4.5,35000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,985076135.56424,4.75,35000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1023682299.9855,3.5,37500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1070267574.661,3.75,37500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1092248365.1902,4,37500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1104166584.0801,4.25,37500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1109866673.2956,4.5,37500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1111186230.0641,4.75,37500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1066622452.4844,3.5,40000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1146532031.2294,3.75,40000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1173020293.9537,4,40000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1187912050.3295,4.25,40000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1197435612.3417,4.5,40000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1203663156.9163,4.75,40000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1216658412.2707,3.75,42500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1255820022.0464,4,42500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1271782339.75,4.25,42500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1281202468.355,4.5,42500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1287943424.6201,4.75,42500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1270612958.0034,3.75,45000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1335774314.9885,4,45000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1357590479.9357,4.25,45000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1367344721.6425,4.5,45000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1372992655.0073,4.75,45000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1304305113.3251,3.75,47500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1407942315.1086,4,47500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1441126019.2917,4.25,47500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1454304424.8461,4.5,47500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1460172909.4493,4.75,47500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1472799579.121,4,50000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1519219594.3052,4.25,50000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1538593817.6677,4.5,50000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1546796511.8865,4.75,50000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1530001738.0525,4,52500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1592871841.4925,4.25,52500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1618065938.731,4.5,52500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1630048218.565,4.75,52500,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1570811814.8211,4,55000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1664653866.6251,4.25,55000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1694781624.4029,4.5,55000,4746.4797383749
Tlusty,0,Palomar/ZTF.g,1709304700.7481,4.75,55000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,4756.1315178943,-0.5,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,9768.0072022303,0,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,16435.437320636,0.5,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,21769.844031901,1,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,30271.067278761,1.5,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,39022.503574955,2,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,44835.3977334,2.5,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,47820.720938312,4,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,45139.149177052,4.5,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,40564.128645829,5,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,35026.236425953,5.5,3000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,39291.179623562,-0.5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,77503.163279459,0,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,108775.70096028,0.5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,134554.05186772,1,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,153704.11253398,1.5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,171068.20486517,2,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,190140.11904815,2.5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,206938.84172745,3,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,216162.64395133,3.5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,218590.49560509,4,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,214746.62361179,4.5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,207804.92424131,5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,197572.92297182,5.5,3500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,186040.4600725,-0.5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,341037.07816195,0,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,465592.8483772,0.5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,552567.19366242,1,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,601535.94261591,1.5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,630527.38910903,2,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,638605.84151484,2.5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,637318.96771586,3,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,643400.97517443,3.5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,655738.89179671,4,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,662505.71957528,4.5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,659371.93014604,5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,647916.93660919,5.5,4000,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,534035.5183519,-0.5,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,950877.67916073,0,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1276189.9483147,0.5,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1493206.4996395,1,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1632440.3211349,1.5,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1713788.0609825,2,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1758865.9605037,2.5,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1771307.5346349,3,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1763903.4088919,3.5,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1747838.8349365,4,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1717811.0814111,4.5,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1697072.2874731,5,4500,4746.4797383749
Phoenix,-10,Palomar/ZTF.g,1675811.0285194,5.5,4500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2194459.6313115,0,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2352427.9110231,0.5,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2463507.6614265,1,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2537701.7738425,1.5,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2582198.7980052,2,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2607559.5917811,2.5,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2620606.8152869,3,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2624349.2988126,3.5,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2621525.3777809,4,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2611948.5816006,4.5,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,2595477.4578993,5,4750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3414193.4635775,0,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3559125.0323919,0.5,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3654704.8884174,1,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3705719.1010299,1.5,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3723757.045061,2,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3723025.9264116,2.5,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3712831.1081538,3,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3700719.5174828,3.5,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3689141.5686272,4,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3677475.2997304,4.5,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,3669295.1857813,5,5000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5031694.756911,0,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5136443.3173807,0.5,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5193159.3362573,1,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5206234.3939909,1.5,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5186293.9056024,2,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5148152.4907894,2.5,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5102450.4114208,3,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5061369.4643269,3.5,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5026897.9924886,4,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,5000632.7143344,4.5,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,4985864.2395616,5,5250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,7044836.3405142,0,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,7090197.1800467,0.5,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,7087736.2224393,1,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,7044288.3438021,1.5,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,6971899.2620849,2,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,6883505.8594701,2.5,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,6791936.4938762,3,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,6710804.5298388,3.5,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,6643429.8622169,4,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,6593571.5048983,4.5,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,6560248.222472,5,5500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,9477447.8132631,0,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,9450502.9445825,0.5,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,9372187.2960767,1,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,9251708.1630873,1.5,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,9102907.8798328,2,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,8941905.9944628,2.5,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,8785613.6547892,3,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,8647198.5140607,3.5,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,8536114.9426598,4,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,8456692.2546903,4.5,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,8400222.5923282,5,5750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,12368600.723386,0,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,12271409.466261,0.5,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,12107682.760914,1,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,11891535.309779,1.5,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,11642853.814232,2,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,11382772.225976,2.5,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,11129836.573847,3,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,10903126.408885,3.5,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,10721771.858736,4,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,10590240.998263,4.5,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,10502170.477049,5,6000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,15599957.151298,0.5,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,15343497.767266,1,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,15019394.092147,1.5,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,14652590.684717,2,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,14263540.107987,2.5,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,13879893.562203,3,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,13529951.70857,3.5,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,13236718.886699,4,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,13011876.813305,4.5,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,12865684.6159,5,6250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,19477957.521378,0.5,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,19135441.233448,1,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,18689343.941856,1.5,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,18183498.819643,2,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,17644824.31156,2.5,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,17102633.655873,3,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,16591201.902288,3.5,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,16140881.474647,4,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,15779821.445918,4.5,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,15526038.640568,5,6500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,23786010.293023,0.5,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,23530206.057741,1,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,22951819.977986,1.5,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,22285017.562452,2,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,21578151.582364,2.5,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,20853444.012865,3,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,20147025.304402,3.5,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,19501946.206531,4,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,18957777.155914,4.5,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,18540747.125555,5,6750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,28450854.87837,0.5,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,28330530.05045,1,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,27842984.3675,1.5,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,27012871.636469,2,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,26102061.047738,2.5,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,25172910.038078,3,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,24250161.185486,3.5,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,23377344.975689,4,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,22603893.37299,4.5,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,21970547.335476,5,7000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,33357674.77859,0.5,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,33460641.019141,1,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,33108676.999019,1.5,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,32364496.600577,2,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,31258145.251276,2.5,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,30096852.602997,3,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,28936744.514905,3.5,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,27807917.023748,4,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,26766820.024686,4.5,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,25874832.936007,5,7250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,38187838.824608,0.5,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,38792464.542242,1,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,38635804.579604,1.5,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,38028001.710159,2,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,37021064.191628,2.5,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,35643211.964607,3,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,34218884.96544,3.5,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,32816965.042287,4,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,31484456.991111,4.5,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,30294973.691943,5,7500,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,44048118.924382,1,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,44288323.764866,1.5,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,43879024.401555,2,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,43038316.393201,2.5,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,41750961.898252,3,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,40095681.103756,3.5,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,38412673.604587,4,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,36774446.502064,4.5,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,35257342.203917,5,7750,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,48864264.240685,1,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,49839414.699761,1.5,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,49751552.430394,2,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,49097934.457382,2.5,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,48017608.814317,3,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,46468220.811578,3.5,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,44564495.293727,4,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,42623918.686487,4.5,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,40771133.784151,5,8000,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,52872260.330447,1,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,55108532.19926,1.5,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,55456778.320073,2,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,55057458.165849,2.5,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,54181833.260419,3,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,52894122.363836,3.5,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,51097227.141602,4,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,48976436.923543,4.5,8250,4746.4797383749
Spectrum,-10,Palomar/ZTF.g,46820483.545937,5,8250,4746.4797383749
Synspec,-10,Palomar/ZTF.g,58929866.380297,1.5,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,60086896.466978,2,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,60108389.017471,2.5,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,59539438.658202,3,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,58520428.767451,3.5,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,57096859.732197,4,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,55344311.98777,4.5,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,53323223.724625,5,8500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,67356911.156838,1.5,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,69998157.664908,2,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,70829970.385092,2.5,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,70803580.936147,3,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,70227685.415482,3.5,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,69227538.80031,4,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,67744999.883713,4.5,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,65847882.089162,5,9000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,79397172.185791,2,9500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,80899657.963192,2.5,9500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,81368437.101896,3,9500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,81223575.034591,3.5,9500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,80619946.476549,4,9500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,79554055.746382,4.5,9500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,78023485.49134,5,9500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,88867623.232965,2,10000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,90757040.757292,2.5,10000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,91508901.188388,3,10000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,91668257.621321,3.5,10000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,91416767.713956,4,10000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,90765560.254597,4.5,10000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,89631771.566154,5,10000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,98550133.415765,2,10500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,100713348.45639,2.5,10500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,101581090.65983,3,10500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,101845994.44667,3.5,10500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,101766544.60335,4,10500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,101395946.05408,4.5,10500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,100660571.40479,5,10500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,110858837.54773,2.5,11000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,111783136.77775,3,11000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,112053978.02826,3.5,11000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,112001861.25949,4,11000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,111747838.50873,4.5,11000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,111260276.35813,5,11000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,121171454.50088,2.5,11500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,122134789.32543,3,11500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,122385712.17303,3.5,11500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,122306699.70195,4,11500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,122058148.90607,4.5,11500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,121660034.59283,5,11500,4746.4797383749
Synspec,-10,Palomar/ZTF.g,131660573.5848,2.5,12000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,132647702.85988,3,12000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,132863761.34658,3.5,12000,4746.4797383749
Synspec,-10,Palomar/ZTF.g,132747326.46731,4,12000,4746.4797383749
